Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
corn,cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) corn/corn_2 (nan) cube/cube_3 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
corn,cube/cube_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) corn/corn_2 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
corn,cube/cube_3 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,cube/cube_3 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,2.0,-1.0,1.0,1.0,0.333333333333,0.666666666667,0.666666666667,0.666666666667
corn,cube/cube_3 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) ,cube/cube_3 (nan) corn/corn_2 (nan) cube/cube_3 (nan) ,1.0,0.0,2.0,0.0,0.333333333333,0.333333333333,1.0,0.5
corn,corn/corn_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,0.0,2.0,0.0,0.5,0.5,1.0,0.666666666667
corn,corn/corn_2 (nan)      cube/cube_3 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) cube/cube_3 (nan) corn/corn_2 (nan) corn/corn_2 (nan) cube/cube_3 (nan) ,3.0,0.0,2.0,0.0,0.6,0.6,1.0,0.75
corn,cube/cube_3 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) corn/corn_2 (nan) ,1.0,0.0,2.0,0.0,0.333333333333,0.333333333333,1.0,0.5
corn,cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) ,cube/cube_3 (nan) corn/corn_2 (nan) corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,0.0,3.0,0.0,0.4,0.4,1.0,0.571428571429
Total - corn,,,,,,,,0.3583333333333333,0.4166666666666667,0.9333333333333332,0.5526190476190476
 ,,,,,,,,,,,
yellow,cube/cube_3 (nan)      banana/banana_2 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) banana/banana_2 (nan) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
yellow,cube/cube_3 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) ,banana/banana_2 (nan) ,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,cube/cube_3 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
yellow,banana/banana_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) ,banana/banana_2 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,banana/banana_2 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
yellow,cube/cube_3 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) ,banana/banana_2 (nan) ,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,banana/banana_2 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
yellow,banana/banana_2 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) ,1.0,0.0,0.0,1.0,0.5,1.0,0.5,0.666666666667
yellow,cube/cube_3 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
yellow,banana/banana_2 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) banana/banana_2 (nan) ,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - yellow,,,,,,,,0.6583333333333333,1.0,0.6833333333333333,0.78
 ,,,,,,,,,,,
an,corn/corn_2 (nan)      cube/cube_3 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) cube/cube_3 (nan) corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,0.0,3.0,0.0,0.4,0.4,1.0,0.571428571429
an,cube/cube_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) corn/corn_2 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
an,corn/corn_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) ,corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
an,cube/cube_3 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) ,cube/cube_3 (nan) corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
an,cube/cube_3 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) ,cube/cube_3 (nan) corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
an,corn/corn_2 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) corn/corn_2 (nan) cube/cube_3 (nan) ,2.0,-1.0,1.0,1.0,0.333333333333,0.666666666667,0.666666666667,0.666666666667
an,cube/cube_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) corn/corn_2 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
an,cube/cube_3 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,0.0,2.0,0.0,0.5,0.5,1.0,0.666666666667
an,cube/cube_3 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) ,cube/cube_3 (nan) corn/corn_2 (nan) corn/corn_2 (nan) cube/cube_3 (nan) ,2.0,0.0,2.0,0.0,0.5,0.5,1.0,0.666666666667
an,corn/corn_2 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,-1.0,2.0,1.0,0.25,0.5,0.666666666667,0.571428571429
Total - an,,,,,,,,0.32333333333333336,0.38166666666666665,0.9333333333333332,0.5142857142857143
 ,,,,,,,,,,,
green,cucumber/cucumber_1 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,-1.0,2.0,1.0,0.25,0.5,0.666666666667,0.571428571429
green,cucumber/cucumber_1 (nan)      cucumber/cucumber_1 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,3.0,0.0,2.0,0.0,0.6,0.6,1.0,0.75
green,cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cube/cube_3 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,-1.0,3.0,1.0,0.0,0.25,0.5,0.333333333333
green,cube/cube_3 (nan)      cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
green,cube/cube_3 (nan)      cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) ,2.0,-1.0,3.0,1.0,0.2,0.4,0.666666666667,0.5
green,cucumber/cucumber_1 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,-1.0,3.0,1.0,0.2,0.4,0.666666666667,0.5
green,cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) ,cube/cube_3 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
green,cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cube/cube_3 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) ,2.0,0.0,2.0,0.0,0.5,0.5,1.0,0.666666666667
green,cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cube/cube_3 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,0.0,3.0,0.0,0.4,0.4,1.0,0.571428571429
green,cucumber/cucumber_1 (nan)      cucumber/cucumber_1 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) ,3.0,0.0,1.0,0.0,0.75,0.75,1.0,0.857142857143
Total - green,,,,,,,,0.33999999999999997,0.43000000000000005,0.85,0.5549999999999999
 ,,,,,,,,,,,
cucumber,cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cube/cube_3 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,0.0,3.0,0.0,0.4,0.4,1.0,0.571428571429
cucumber,cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cucumber/cucumber_1 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cube/cube_3 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) ,3.0,0.0,2.0,0.0,0.6,0.6,1.0,0.75
cucumber,cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cucumber/cucumber_1 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cube/cube_3 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,2.0,-1.0,1.0,1.0,0.333333333333,0.666666666667,0.666666666667,0.666666666667
cucumber,cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cube/cube_3 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) ,2.0,0.0,2.0,0.0,0.5,0.5,1.0,0.666666666667
cucumber,cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cucumber/cucumber_1 (nan) cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) ,2.0,0.0,4.0,0.0,0.333333333333,0.333333333333,1.0,0.5
cucumber,cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cucumber/cucumber_1 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cube/cube_3 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) ,3.0,0.0,2.0,0.0,0.6,0.6,1.0,0.75
cucumber,cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cube/cube_3 (nan) cucumber/cucumber_1 (nan) ,1.0,-1.0,1.0,1.0,0.0,0.5,0.5,0.5
cucumber,cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) ,cucumber/cucumber_1 (nan) cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
cucumber,cucumber/cucumber_1 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,0.0,3.0,0.0,0.4,0.4,1.0,0.571428571429
cucumber,cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      cucumber/cucumber_1 (nan)      cube/cube_3 (nan)      ,cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) ,cube/cube_3 (nan) cucumber/cucumber_1 (nan) cucumber/cucumber_1 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,0.0,3.0,0.0,0.4,0.4,1.0,0.571428571429
Total - cucumber,,,,,,,,0.38166666666666665,0.465,0.9166666666666666,0.5947619047619047
 ,,,,,,,,,,,
the,corn/corn_2 (nan)      banana/banana_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) corn/corn_2 (nan) ,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
the,corn/corn_2 (nan)      banana/banana_2 (nan)      banana/banana_2 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
the,corn/corn_2 (nan)      banana/banana_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) corn/corn_2 (nan) ,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
the,banana/banana_2 (nan)      corn/corn_2 (nan)      banana/banana_2 (nan)      ,corn/corn_2 (nan) ,corn/corn_2 (nan) ,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
the,banana/banana_2 (nan)      banana/banana_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) ,corn/corn_2 (nan) ,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
the,corn/corn_2 (nan)      banana/banana_2 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
the,banana/banana_2 (nan)      banana/banana_2 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) corn/corn_2 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
the,banana/banana_2 (nan)      corn/corn_2 (nan)      banana/banana_2 (nan)      ,corn/corn_2 (nan) ,corn/corn_2 (nan) ,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
the,banana/banana_2 (nan)      corn/corn_2 (nan)      banana/banana_2 (nan)      ,corn/corn_2 (nan) ,corn/corn_2 (nan) ,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
the,banana/banana_2 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) corn/corn_2 (nan) ,2.0,0.0,0.0,1.0,0.666666666667,1.0,0.666666666667,0.8
Total - the,,,,,,,,0.9666666666666666,1.0,0.9666666666666666,0.9800000000000001
 ,,,,,,,,,,,
ear,corn/corn_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) ,corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
ear,cube/cube_3 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) corn/corn_2 (nan) cube/cube_3 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
ear,cube/cube_3 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) ,cube/cube_3 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,2.0,0.0,1.0,0.0,0.666666666667,0.666666666667,1.0,0.8
ear,corn/corn_2 (nan)      cube/cube_3 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) cube/cube_3 (nan) corn/corn_2 (nan) cube/cube_3 (nan) corn/corn_2 (nan) ,3.0,0.0,2.0,0.0,0.6,0.6,1.0,0.75
ear,cube/cube_3 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) ,cube/cube_3 (nan) corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
ear,corn/corn_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,0.0,4.0,0.0,0.333333333333,0.333333333333,1.0,0.5
ear,corn/corn_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) ,corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,0.0,2.0,0.0,0.333333333333,0.333333333333,1.0,0.5
ear,cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) ,cube/cube_3 (nan) cube/cube_3 (nan) corn/corn_2 (nan) corn/corn_2 (nan) cube/cube_3 (nan) ,2.0,0.0,3.0,0.0,0.4,0.4,1.0,0.571428571429
ear,cube/cube_3 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) ,cube/cube_3 (nan) corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
ear,corn/corn_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      corn/corn_2 (nan)      cube/cube_3 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) cube/cube_3 (nan) corn/corn_2 (nan) cube/cube_3 (nan) cube/cube_3 (nan) ,2.0,0.0,3.0,0.0,0.4,0.4,1.0,0.571428571429
Total - ear,,,,,,,,0.3733333333333333,0.3733333333333333,1.0,0.5292857142857142
 ,,,,,,,,,,,
banana,banana/banana_2 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) ,banana/banana_2 (nan) ,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
banana,cube/cube_3 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) ,banana/banana_2 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
banana,banana/banana_2 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) banana/banana_2 (nan) ,2.0,1.0,0.0,1.0,0.75,1.0,0.666666666667,0.8
banana,cube/cube_3 (nan)      cube/cube_3 (nan)      banana/banana_2 (nan)      cube/cube_3 (nan)      ,banana/banana_2 (nan) ,banana/banana_2 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
