Token,Type,0-banana/banana_2,1-banana/banana_2,0-corn/corn_3,1-corn/corn_3,2-corn/corn_3,3-corn/corn_3,4-corn/corn_3,0-cube/cube_1,1-cube/cube_1,2-cube/cube_1,3-cube/cube_1,0-cucumber/cucumber_2,1-cucumber/cucumber_2,2-cucumber/cucumber_2,3-cucumber/cucumber_2
cucumber,rgb,0.002206642239137383,0.006052604365257522,7.5659538947651874e-06,1.113810698784729e-05,9.74065873942464e-06,1.0363739102693994e-05,1.0625892414405581e-05,0.9996673548675549,0.9995910667851674,0.9995913714684282,0.9993428282081422,0.9999459876259366,0.9999599514448407,0.9999035750692421,0.9999792081489262
cucumber,shape,0.9998871030018066,0.9999922793883869,0.9999976459829437,0.9973124561380171,0.9933822085846038,0.889168815246456,0.0027613866946701185,0.008418311212718336,0.01483814267126838,0.0013861084014859266,0.00046484797701504136,0.999993274726722,0.9999966513572305,0.9997152675771327,0.9997377518011834
cucumber,object,0.9997071768226916,0.9999904925854483,0.9998259631077557,0.9742575066868984,0.9327138754502348,0.6288967522813554,0.00507905167551302,0.9200511875617515,0.9425992733399521,0.8747464662315062,0.6351559441292999,0.999987132896625,0.9999990141298918,0.9997711544307678,0.9998697915301286
fruit,rgb,0.9998601345570064,0.9998841467708077,0.9864334579578995,0.9879996213751626,0.9892987753678326,0.9895672519862562,0.9895662854822539,0.9998735572954545,0.9998837927312332,0.9998842568754318,0.9998951621189249,0.22228737176807387,0.2717167795948269,0.29326316146631354,0.3090920443578175
fruit,shape,0.9999159659191991,0.999914346833033,0.9911873710520329,0.9665445380287098,0.820824821821063,0.8833380855400677,0.002819484902686289,0.0001358055804073965,0.000187620558335502,7.159155672698945e-05,0.00039821126370913936,0.645070678224158,0.9982557039799761,0.9994095832617648,3.216273437888234e-05
fruit,object,0.9999715287928361,0.9999681945640908,0.9880763156211148,0.9803684950328299,0.9490771942274794,0.9585814226334429,0.23140748463902705,0.44289628203513726,0.5097846831918211,0.26186456303199995,0.5485571085511491,0.46847054793019993,0.9688190363575362,0.9761736246964505,0.00880030143231592
green,rgb,0.9999994113531335,0.9999997136469999,0.9980991762203092,0.9986351433564918,0.9987236184429275,0.998797633509711,0.9988121179511522,0.9999999995448443,0.9999999995426956,0.9999999995450135,0.9999999994855191,0.9999735981883832,0.9999832336355886,0.9999770948878465,0.9999901608175762
green,shape,0.9999649068161599,0.9999984095276871,0.9999999769940552,0.9999417366768013,0.9999920057758421,0.9996496847398623,0.7794866859289072,0.9978060290369538,0.9987390658793509,0.9671960417341507,0.19056746009748377,0.9999985448096985,0.9999998000524533,0.9999969040075198,0.9998629253626119
green,object,0.9999987324244612,0.9999994206337041,0.9980574815044155,0.9977090040796387,0.997997309564769,0.9974625227787087,0.9954026267728396,0.9999999943603057,0.9999999950978087,0.9999999923646993,0.999999989458613,0.9999849412440558,0.9999895541441323,0.9999921084643528,0.9999887783047875
like,rgb,0.0036150792101278485,0.003944505956247577,0.9888019421806229,0.9799842011769323,0.9745777720845805,0.9717621551373621,0.9713652295516363,0.987553433744244,0.9855928383290358,0.9856919520684356,0.9771113846724677,0.9999929409177957,0.9999870091538573,0.9999833494848112,0.9999814427798509
like,shape,0.0006099841609713384,0.008106277093189056,0.9999792202779235,0.9997342677249736,0.9999734248440388,0.9999403450429001,0.9999981276803822,0.9999600711296591,0.9999785832597169,0.9999894408087318,0.9999756823766517,0.9999903865841057,0.2921891881215949,0.9834576362986082,0.9999825794294236
like,object,0.0005522201312814059,0.003446318812651108,0.9999832644457176,0.9998470566206762,0.9999827499723764,0.999969116582652,0.9999985548604985,0.9998860866092767,0.9999335523305249,0.9999506110371733,0.9998934115105135,0.9999868954227602,0.21797792081572973,0.9901422029725967,0.9999753825370971
looks,rgb,0.002226015323527938,0.0025683295539034264,0.9980188949899998,0.9974446944802705,0.995811823058126,0.995548045820042,0.9956077257163406,0.9962402645094384,0.9942486957077272,0.9941930888082695,0.9879875258088351,1.0,1.0,1.0,1.0
looks,shape,0.0007274368711952037,0.03944786521733353,0.9999931479012907,0.9997190651688104,0.9999806457015392,0.9996666842197399,0.9999965453461697,0.9999693739063333,0.9999815510908346,0.9999869431323016,0.999971640978236,0.9999944494249219,0.3285280052131988,0.9443701052508374,0.9999930469839066
looks,object,0.0006830165984885254,0.020135796058501812,0.9999946553755601,0.9998259116525653,0.999984809599212,0.9997956215676628,0.9999944755345734,0.9999068450424761,0.9999416902012309,0.9999487503244947,0.9998901523263218,0.999996251367635,0.4241461818727523,0.9776341230136137,0.9999895112766117
used,rgb,8.721451621508773e-05,4.9884160138102864e-05,0.7070885318426895,0.6417399018587068,0.5904410614987198,0.5759615117431636,0.5752450777168215,5.479943638920834e-06,4.749249155114443e-06,4.706828534447225e-06,4.176247730888026e-06,0.9998948380543564,0.9998106084347443,0.9997938689538015,0.9996966089096995
used,shape,0.9984485253154819,0.9999813541408347,0.9999965902083727,0.9998174519824404,0.9992843742776223,0.9977103748405415,0.7723507322949376,0.5295763635495903,0.6788125624340574,0.8750753651404037,0.5332059186450612,0.9999741369953492,0.9999981409710935,0.9996697106805423,0.9998308083381438
used,object,0.971970092518486,0.9992948825667125,0.9999817944830209,0.9994204982525997,0.9981098597834482,0.9946419685006292,0.7679032538397054,0.084484750078728,0.13070694779373182,0.3017349450846144,0.08559654057053193,0.999978661018376,0.9999980215796471,0.9997316758214999,0.9998614768403847
yellow,rgb,0.9999915309628137,0.9999911479479362,0.9998431862651905,0.9998494884294711,0.9998675230553775,0.9998690569530597,0.9998684512983457,0.999844665537907,0.9998613353971506,0.9998617499683692,0.9998851916662699,0.4481391903667457,0.4919606446882419,0.5580025581387077,0.4995524798126088
yellow,shape,0.9999823961873515,0.9999957380097363,0.9999920484246863,0.9999986181179308,0.9999911594465026,0.9999978269330021,0.008480372052821034,0.9991660108359767,0.999222104623683,0.998215296564004,0.9994903529999315,0.9999957552396934,0.9999581529380491,0.9999999981830325,0.027329706885658337
yellow,object,0.9999987871401375,0.9999999667197776,0.999985350436403,0.9999793504858304,0.9999515038986473,0.9999003909992598,0.9567748258495431,0.9998905225828566,0.9998843278867282,0.9998358225436418,0.9999189549179659,0.9781640569457742,0.9986101167483571,0.9920242843464716,0.24889783508053376
