Token,Type,2-corn/corn_3,2-corn/corn_1,2-corn/corn_4,1-corn/corn_4,0-cube/cube_2,0-cube/cube_3,0-cube/cube_1,4-cube/cube_2,4-cube/cube_3,3-corn/corn_4,3-corn/corn_3,3-corn/corn_1,1-corn/corn_1,0-corn/corn_1,0-corn/corn_3,0-corn/corn_4,3-cube/cube_1,3-cube/cube_3,3-cube/cube_2,2-cucumber/cucumber_2,2-cucumber/cucumber_1,0-banana/banana_2,0-banana/banana_3,2-cucumber/cucumber_4,0-banana/banana_1,1-banana/banana_3,1-banana/banana_2,1-banana/banana_1,0-cucumber/cucumber_1,0-cucumber/cucumber_2,0-cucumber/cucumber_4,1-corn/corn_3,3-cucumber/cucumber_4,3-cucumber/cucumber_2,3-cucumber/cucumber_1,4-cucumber/cucumber_4,2-banana/banana_1,4-cucumber/cucumber_1,4-corn/corn_4,4-corn/corn_3,1-cube/cube_3,1-cube/cube_2,1-cube/cube_1,2-cube/cube_1,2-cube/cube_2,2-cube/cube_3,1-cucumber/cucumber_4,1-cucumber/cucumber_1,1-cucumber/cucumber_2
cube,rgb,5.915091785271621e-05,5.527151455527271e-05,5.945276621464031e-05,5.982448458923769e-05,0.9998010357428433,0.9999999996078419,0.9973314562257397,0.9918193756411622,0.9999985858023146,5.921630890279182e-05,5.8899071362932036e-05,5.610388386097747e-05,5.89945580530839e-05,5.848503351533714e-05,6.407013066347941e-05,6.044291514681261e-05,0.9958294055296415,0.9999999850858958,0.997467952812017,0.04889004560796929,0.08211105339561758,0.0008405297886114789,0.0009418696953383437,0.023169687162088434,0.00031432594899608024,0.008414289834977147,0.0018401423454348508,0.0004258590351790478,0.21728209197933698,0.06459463096098184,0.03807280030825854,6.258424405170323e-05,0.02258905204465771,0.09760302481006143,0.02341185102578452,0.012151174807432809,0.00038320138429263234,0.011152400124348065,5.624963891871609e-05,5.903368411680431e-05,0.9999999990879622,0.9994828103469608,0.9971317401848786,0.9971611709102296,0.9993671921773571,0.9999999975525573,0.026827265980267835,0.11997173792384232,0.07227216936979243
cube,shape,0.24173397565309176,0.06007781836640548,0.006519155411197375,0.007683246637489292,0.9999825103893539,0.9996671328354426,0.9999638899846783,0.9996879406120505,0.9999972823624276,0.017127370505873714,0.12788632108725753,0.9997782004742656,0.24391826641989514,0.01494216203867382,0.021950616502353037,0.005178393092309207,0.9998832710764168,0.9999729818311616,0.9999618021508073,0.0006323536704713167,0.9658455651011975,0.00038030953078309815,4.913571370175741e-05,0.0024330376612283515,7.070689954913566e-05,1.876130999084184e-05,0.00013236747969974034,0.00012420062248530073,0.00813535077559864,0.4180826228938737,0.007847333252977755,0.04391947050596885,0.07885393611974512,0.9999887609437377,0.0003368705378670292,0.00024597422072406705,0.00016326667419858123,0.9999898624459477,0.0064964390239805134,0.99691719853663,0.9999499111020739,0.999993799581492,0.9999537135544189,0.9999793814465214,0.9999566737889194,0.9999706660861597,0.007346157919848816,0.004772704860583361,0.0028630850746648806
cube,object,0.1333311508415621,0.03774138599739987,0.0032219811142864267,0.003488109882871445,0.9999812122877509,0.9998689027304428,0.9999320884527196,0.9997507537368145,0.9999994374929033,0.009509616315958359,0.12146446035590769,0.9989836258477007,0.13994277250482107,0.01392099375806469,0.012909959522214838,0.003188141885929842,0.9998235213453945,0.9999979350153889,0.9999693923692055,0.002573836365984283,0.9083341456036789,6.716418696165377e-05,3.9751993782560495e-05,0.002485984008605327,6.39136662634307e-05,9.71375729831625e-06,5.219122354679098e-05,0.00011234972808577531,0.008897448252319343,0.27293211523020394,0.007727957732558835,0.03467713490755016,0.05992966122724696,0.9998368580112281,0.0006939409969186106,0.0007400025592293472,0.0001263584453137498,0.9998733321669646,0.004450368040140574,0.9847097469951962,0.9999974844897583,0.9999959606028045,0.9999133643491492,0.9999638069021745,0.9999688930207181,0.999997275426581,0.006295732709716217,0.005075902561799406,0.0032756526068193725
cucumb,rgb,0.6701968995584497,0.3150965147731212,0.6912056747367731,0.7111865292419098,0.9999999999568936,0.9999999999999996,3.2521965295363133e-06,0.9999999989608948,0.9999999999999463,0.6735714016296118,0.6561576950918317,0.2986825461941285,0.3358683346783462,0.35009830932565356,0.7769754371288449,0.7354071619109697,2.4852735446081446e-06,0.9999999999999973,0.9999999989054305,0.9998444931742299,0.9997065248255245,7.668438107024876e-05,7.133375110377338e-05,0.9997763741887186,0.0004327825787031703,1.3787697290979292e-05,4.208440791303905e-05,0.00030322592058844625,0.9998611989969317,0.9999218418597141,0.9998439779590574,0.7174928811783755,0.999773518769277,0.9997610042988635,0.9997127905556448,0.9995666248442386,0.00020087315873576516,0.9997044795071985,0.6529130633934423,0.655374924682605,0.9999999999999996,0.9999999999199947,2.8136089096630553e-06,2.7873680353067614e-06,0.9999999998745464,0.9999999999999993,0.999814022877147,0.9998455994508755,0.9998552505647524
cucumb,shape,0.9971701948600586,0.969179514561967,0.9999967812285314,0.9999971922086202,0.7983931247277452,0.16131484054589693,0.9537901514757433,0.9257379498784575,0.9686690134407604,0.9999990937384016,0.9465729496068579,0.9174436375636736,0.9989858705461325,0.999997988038608,0.9999989632091444,0.99999963206204,0.9563605495007802,0.9365539086170237,0.9872078599080771,0.9996560254616731,0.9999509697805338,0.02402013018123033,0.0001684789351366172,0.9998815147221538,7.298044287513143e-05,0.0001206142676617289,0.12250035333689142,0.0001187895535129708,0.9999764879460536,0.9999927037217673,0.9999657797259391,0.9945762142582639,0.999995215669292,0.9999056462823573,0.9997226549553418,0.9996364442494607,0.00014329139241425214,0.99987191523739,0.9694524082561676,0.940765418554074,0.360492885346661,0.9758729238741388,0.9842446895173003,0.9975978224470846,0.9826216667422694,0.8705510548085567,0.9999979041835692,0.9999914126270629,0.9998480751680849
cucumb,object,0.9939174529289843,0.9434610145315075,0.9999523644309224,0.9999572071143449,0.9999278742073893,0.9999992083523775,0.039473177463569535,0.9999217862321415,0.9999998450027119,0.9999789872715185,0.9510249492139475,0.8569066091788926,0.994567820174965,0.9999362552355242,0.9999814507961674,0.9999914985735845,0.03970668170216546,0.9999999252185412,0.99996871205903,0.9997906896030573,0.9999596903088918,0.004986975148287371,0.00010503763778442963,0.999939001903856,4.807278441874732e-05,6.380523073921658e-05,0.007037360284765694,5.919716895824001e-05,0.9999813898056676,0.9999930795773138,0.9999767316727123,0.9915055236323717,0.9999934394827683,0.9999313372500997,0.9998565150473686,0.999781177206165,8.6286220634834e-05,0.9999182910790324,0.9639090708558972,0.9365818601182816,0.9999995730240319,0.9999829264745245,0.07695294100698533,0.2358848076110582,0.9999830873028958,0.9999999148363884,0.9999965220995819,0.9999910410377811,0.9999298306515528
ear,rgb,0.9999540527512972,0.9989257191566984,0.9999644265367258,0.999972361708372,0.9934749432039777,1.0,5.507108637079762e-14,0.9969741812538693,1.0,0.9999557298459094,0.9999464721923824,0.9986348408807026,0.9987169429169673,0.9989238770574804,0.9999836760331496,0.9999798049508672,7.518203742053283e-14,1.0,0.9704131004171688,0.7453736677200513,0.25967828121003567,2.301953758011485e-05,1.7338735243880965e-05,0.907410900040582,0.0007542505462521311,1.0512293087731355e-07,3.2403763056753015e-06,0.0002810692912297464,0.10138335122707624,0.8176833931182406,0.8399940377994202,0.999962185302858,0.9108788955520313,0.2435827756284983,0.8646748914075157,0.9439871339588873,0.00025686202648142616,0.9757515715102355,0.9999627134230394,0.9999448667019779,1.0,0.9960714857826778,5.4689308353763786e-14,5.3830393715719964e-14,0.9935283050153699,1.0,0.9021641980409341,0.2764439929761126,0.5702588431452974
ear,shape,0.9999933095999627,0.9999325336428312,0.9999809302147699,0.9999958449182985,0.08771867771019934,0.04638360271204764,0.07786388721957947,0.9817166413355494,0.9778335017432521,0.9999943494533912,0.9999375334064723,0.9996574148568609,0.9999874526390817,0.9999725361032151,0.9999985946109136,0.9999561570704285,0.6595103093496748,0.9815118282911652,0.924654337231838,0.010479962460282162,0.9980053702987428,0.021871071378246693,0.00012391315313124606,0.8377839868491342,3.797856333660987e-05,4.531576138987002e-05,0.03699307444486902,6.78697958854661e-05,0.9980356404949957,0.9998096044041356,0.9975446838334939,0.999989244138117,0.9998969535559422,0.9401378472766524,0.6407751428882866,0.05236992667637293,8.554351990742189e-05,0.50576111088725,0.9999445297056856,0.9998568875739773,0.3327442388418382,0.7663729281358093,0.08281603571259227,0.9349678695710658,0.9220508759206264,0.8925732855578067,0.9999893911248755,0.999883815955244,0.978028186666875
ear,object,0.9999940930841398,0.9999255653911575,0.9999841155603902,0.9999952049375835,0.449111555484177,0.9999968106554941,0.00010946135908885144,0.9927101059673978,0.9999999018847571,0.9999938904453772,0.9999510578822158,0.9997032638980544,0.9999807029270386,0.9999590360640234,0.9999984608767497,0.9999609759009038,0.0016132649130707962,0.9999999695494626,0.9619129875502866,0.042837839236190986,0.9877018467142299,0.008446395020207702,8.596473401026956e-05,0.9067323864734362,3.3648109508115683e-05,2.3398214193675748e-05,0.004520184810410634,5.728837365071663e-05,0.9831881948776681,0.9987502433008155,0.9914090690069368,0.9999909365948425,0.9994567396399747,0.8630485591329357,0.7350515646725233,0.18612193128399396,7.382868950861382e-05,0.7161085078747945,0.9999510661059703,0.9998993300496147,0.9999993277281304,0.9424279288755653,0.00011193149483156991,0.006792799895931016,0.9750123902733387,0.9999999150287363,0.9999092022742992,0.9986550252005819,0.9712778327429127
green,rgb,0.613662493423075,0.37965904448167,0.6159223523164983,0.618146036018785,1.0,1.0,0.9694037341766953,1.0,1.0,0.6148326676796328,0.6088434148002281,0.38628465797953815,0.489482477389202,0.4889242134508009,0.7147050764415587,0.6225323235817427,0.916685592488849,1.0,1.0,0.9999999999999893,0.9999999999999925,0.0006993507059099135,0.0007578407425873855,0.9999999999998996,0.002749778992036911,0.0012124332289799962,0.0009187375430190797,0.00272530602814872,0.9999999999999998,0.9999999999999976,0.9999999999999805,0.7091496718868487,0.9999999999998916,0.999999999999996,0.9999999999998688,0.9999999999988944,0.0009356702261427801,0.9999999999990887,0.5075554686081154,0.6137376084440664,1.0,1.0,0.9550362770643169,0.9545648390706366,1.0,1.0,0.9999999999999436,0.9999999999999987,0.999999999999996
green,shape,0.9999883272632153,0.9999785368019408,0.9999989466673582,0.9999994649066556,0.9997574463715406,0.921710824046889,0.9997768648558035,0.9999165823328335,0.9999766297539293,0.9999997284483191,0.9997598186395164,0.9976168721399652,0.9999957084571044,0.9999996055431274,0.9999998128539102,0.9999995546368495,0.9998307259295652,0.9998975069331584,0.9999533644395934,0.9997145079322329,0.9999903146071268,0.11263940929967038,0.00014293039914706595,0.999969745731421,7.010360448255143e-05,0.00014962339509483978,0.06221635985388983,8.604488699364136e-05,0.9999878943015492,0.9999955928230263,0.9999643685997259,0.9999690395167957,0.99999525921652,0.9999850213854111,0.9998053034530501,0.9996798049850492,0.00015154495646649112,0.9999493724904964,0.9991563818709277,0.999657688867719,0.9989662603145157,0.999958869258423,0.9999075333775511,0.9999858851539862,0.9999324269621582,0.9996232977916245,0.9999984032669444,0.999994418927974,0.9999656132078569
green,object,0.9996255214468939,0.9995040219501163,0.9999308037229018,0.9999670890710142,0.9999843695416115,0.9986436847268901,0.8268456657809213,0.9999978165008864,0.9999639148037136,0.9999739718179297,0.9923575516133721,0.413205689125151,0.9997608170575654,0.999923638821923,0.9999802047286754,0.9999546629665759,0.887248536446705,0.9999734895675071,0.9999904575831872,0.9998011434693197,0.9999903017529449,0.01969170877649778,0.0001000225470315496,0.9999799494024811,5.1445584344581904e-05,0.00012719213005694515,0.019443855561322675,6.414393391751397e-05,0.9999951676527422,0.9999979574926764,0.9999729472310648,0.999136185489755,0.9999954764511262,0.9999789808877901,0.999881046065292,0.9997465703316527,0.00010019580821559541,0.9998774916624611,0.9898714918020791,0.9703834683238738,0.9997593141159276,0.9999943175541703,0.918144097964752,0.9646278073392436,0.9999937873772349,0.9999046169729424,0.9999980827200168,0.9999975470721213,0.9999871145936929
squar,rgb,1.638294402507733e-05,1.9908633710105455e-05,1.613911918884848e-05,1.591894510957691e-05,0.9819790995429366,0.9999936236513453,0.9962506565990575,0.7051040080977519,0.995759079190085,1.6351460871867108e-05,1.651676587540791e-05,2.0526137171992887e-05,2.1185664162116608e-05,2.075070096949378e-05,1.6116459119920236e-05,1.5682050160709675e-05,0.9944489239766882,0.9998836945651222,0.8840517781815944,0.006543035109179063,0.012273430142808522,0.0008905626462258465,0.0010029029241819005,0.0031832786418027506,0.00028452922034240106,0.009768720266506067,0.0020286814388136005,0.00039906849454131776,0.03308159745110356,0.007966477141388182,0.005049496648383528,1.6829308889899587e-05,0.0031068901261911983,0.01437039965825902,0.003333084665195279,0.0018038469024539978,0.0003734963954311819,0.0015619085585088517,1.555509327609298e-05,1.6580425968821706e-05,0.9999874820377124,0.9596210122804871,0.9960380452986144,0.9960787545672243,0.9545058518159814,0.9999724907974896,0.003605975296153548,0.01698614377119842,0.009762147136031176
squar,shape,0.02974624370939891,0.007531728838894409,0.001517257173134177,0.0017989788595424987,0.9999719717727893,0.9996975370664505,0.9999563009474604,0.986914918665038,0.9999921959913975,0.002973822161964987,0.028827534370463377,0.9996640563880278,0.02916925338505154,0.002930307586956287,0.003806220356342772,0.0013466773171560609,0.9998526338143573,0.9999236372171157,0.99992807430408,0.0008214457809399407,0.779537782569993,0.0002040273577559904,6.55279357611765e-05,0.0007128742021881766,7.379015677990869e-05,1.1134071059684335e-05,7.628450971484278e-05,0.00018806694940953783,0.002998017954896906,0.11986159011129946,0.00314171364942052,0.008293391782047473,0.018580514328381675,0.9999524218179643,0.00019960335517044687,0.00023495927455263713,0.00022561016230931101,0.9999613210399031,0.0023262667398363393,0.9634003180072317,0.9999438377822096,0.999994386654495,0.9999564367256585,0.9999667714163121,0.9999249206866917,0.9999572301981918,0.0016053469770810492,0.0015220906942742048,0.0008771415669992837
squar,object,0.017419360342974977,0.004645319690343863,0.000800910620547263,0.0008370496507089845,0.9998487657683679,0.9998236275972431,0.9999026364583543,0.9511599055940565,0.9999941723617746,0.0018513301810321034,0.023488866406402444,0.9974127154101468,0.01703485093801392,0.0022004544928637213,0.0021772154084123085,0.0007709345927416398,0.9997541068692369,0.9999624831210424,0.9996875998469883,0.002574934183472693,0.4014944242189917,6.244735514810394e-05,4.5225084217915575e-05,0.0003250606702306264,6.596534609499095e-05,9.232164420443903e-06,3.515347242960577e-05,0.00015802532772929718,0.0011604528367096722,0.04015413800953771,0.0012100983979856335,0.006384674098433468,0.00799347325388058,0.9984191050879258,0.00017778121210959742,0.00035422231486877267,0.00017877965609007163,0.9989432767936212,0.0014924283124519299,0.7882459547731808,0.9999893674774087,0.999970057782039,0.9999102258458838,0.9999248182538748,0.9996468977747245,0.9999881910246384,0.0005575893271494615,0.0006675916509561122,0.00044103508038387907
yellow,rgb,0.9974992931243074,0.9988041506674717,0.9974299775830949,0.9973596690767811,1.222708663685902e-12,2.55144720282369e-10,0.9996017931665555,1.2360964137053852e-10,8.667463609520948e-09,0.9974850474393104,0.997556944166078,0.998813128858922,0.9985383879778249,0.9985172380608035,0.9965862128244832,0.9972603798649986,0.9997557830873256,6.627694207371153e-10,5.242120630824222e-11,0.0001896764203757102,0.00019095488965512796,0.9999896352205823,0.9999894707197827,0.000505422516550795,0.9999732651068856,0.9999912265935715,0.9999899106259201,0.9999754619432388,4.3813200082793794e-05,8.860117929655746e-05,0.00024112356618620666,0.9968731691151308,0.0005229800049052546,0.00013963849380360747,0.0005972334898042061,0.001542738442663933,0.9999854695698798,0.0013041466631063755,0.9979311422517895,0.9975390759238697,1.763248245809575e-10,3.464162245734214e-12,0.9996719877976672,0.999674090784588,5.2027627528084364e-12,1.888957886770961e-10,0.0003840421297291235,8.270532718315773e-05,0.00012511264271228246
yellow,shape,0.9998668079906011,0.999967247298595,0.9599657500293688,0.979288064098036,0.9999366096682444,0.9998575669756588,0.9999476617582597,0.9983811947830183,0.998330372811795,0.9832600215318628,0.9998394928994474,0.9999594395731842,0.9999284323768771,0.9991785409744378,0.9959280901765188,0.0010921142957083995,0.9999712063914176,0.9964034635307091,0.9998773086043153,0.9999917316260837,9.211476344031568e-05,0.9999285241279215,0.9997769211636205,0.6238505043828764,0.9997345708890277,0.999795779621218,0.9999281042436287,0.9999999006649988,4.169631148851589e-05,0.0006536959613322732,0.0001026978346804557,0.999696373425343,0.008781658068995033,0.032581982840558514,0.00028593451768812886,0.9915327745013911,0.9997651947195682,0.00014105584195867732,0.9997941354466479,0.9983907183767543,0.9999728646303219,0.9994000773217758,0.999866457595882,0.9998829430162209,0.9997805871587113,0.9998048907097101,0.7171621682949944,0.00019538372843025186,0.7021726263460635
yellow,object,0.9998394168687199,0.9999580891961679,0.9761415821984871,0.987083071920872,0.31504268973530364,0.14415892265728644,0.9999552679210204,0.18370316976657355,0.0986555110556277,0.9919142865318045,0.9997419025822959,0.9999337937861857,0.9999284087397412,0.9993053086274069,0.9970222782723753,0.021209546875612186,0.9999816171081269,0.030228697466873972,0.5376352001404332,0.9974927080365433,7.237580981665502e-05,0.9999426396585891,0.999751480927235,0.09805653811871333,0.9998031731566227,0.9998660768642089,0.9999353437862577,0.9999997748848173,3.9162385366106426e-05,0.00033356278848184717,0.00010355487997903035,0.9996138966694685,0.00442894768471384,0.0059078539235299906,0.000202544787433839,0.7617837884453385,0.9999040571425668,0.00011441681177194666,0.999710119888445,0.9986545647922812,0.3515530079878631,0.11237352717473635,0.9999114663033201,0.9999465350382658,0.28296440598504585,0.1374249633417915,0.2160907555980853,0.00018019181167035393,0.11034859394783113
