Token,Type,2-corn/corn_2,2-corn/corn_3,2-corn/corn_1,0-cube/cube_2,0-cube/cube_3,0-cube/cube_1,4-cube/cube_2,4-cube/cube_3,3-banana/banana_4,3-corn/corn_3,3-corn/corn_2,3-corn/corn_1,0-corn/corn_1,0-corn/corn_2,0-corn/corn_3,3-cube/cube_1,3-cube/cube_3,3-cube/cube_2,2-cucumber/cucumber_2,2-cucumber/cucumber_3,0-banana/banana_4,2-cucumber/cucumber_1,0-banana/banana_3,0-banana/banana_1,1-banana/banana_3,1-banana/banana_1,1-banana/banana_4,0-cucumber/cucumber_1,0-cucumber/cucumber_2,0-cucumber/cucumber_3,1-corn/corn_1,1-corn/corn_3,1-corn/corn_2,5-corn/corn_2,3-cucumber/cucumber_3,3-cucumber/cucumber_2,3-cucumber/cucumber_1,2-banana/banana_1,5-cucumber/cucumber_3,2-banana/banana_4,4-cucumber/cucumber_1,4-cucumber/cucumber_3,4-corn/corn_2,4-corn/corn_3,1-cube/cube_3,1-cube/cube_2,1-cube/cube_1,2-cube/cube_1,2-cube/cube_2,2-cube/cube_3,1-cucumber/cucumber_1,1-cucumber/cucumber_3,1-cucumber/cucumber_2
corn,rgb,0.9998371177424005,0.9999030606167837,0.9999440632395064,2.2523413059590442e-05,1.5814683535218994e-05,0.999975068239004,0.0003920310753368446,0.0003077456010616493,0.9999495112664795,0.999904964276528,0.999842227808869,0.9999447887077788,0.9999366547695535,0.9998306351992183,0.9998787011132166,0.9999814872109029,4.2310673514691053e-05,0.00024212940342583847,0.7201435058621315,0.5871834805182459,0.998791438845394,0.7291015020127611,0.9999975579973018,0.9999956375286179,0.9999978426445774,0.9999959025658465,0.9996944488123327,0.5303186127082414,0.6174244821055865,0.5935399864023694,0.9999375787426497,0.9998887652545835,0.9998214601164614,0.999866720927608,0.6520622815319194,0.6906719364510523,0.8342374605950785,0.9999969762215143,0.7997104404582913,0.9996701923922154,0.8847393783616054,0.6947640263794971,0.9998526186547996,0.9999046788425877,1.4490734680059522e-05,4.273630825206898e-05,0.9999777613165316,0.9999778352030965,5.569113399096603e-05,1.7104991463667192e-05,0.6189142526799036,0.5215588158561993,0.6706582021339482
corn,shape,0.9999563971985564,0.9999931670359827,0.999871499515562,4.322121562925977e-07,0.00010212939721528976,1.1394233531388564e-06,0.00030729414166749994,2.1978281086407715e-05,0.9919371925418689,0.9999851087458892,0.9999826918167363,0.9991156206403081,0.9999554801885107,0.9999610184658273,0.9999993341457253,0.00028661359751599134,0.00016329338285528256,0.0001369645808545939,0.9130765817351842,0.9998183803091432,0.9999969316125096,0.24755511405244096,0.999996741534318,0.0009167377979969743,0.013780504776310072,0.9246949769303109,0.9961628802702402,0.9855436925074633,0.9960796973704018,0.9996342997330302,0.999969979049217,0.9999998243442703,0.9999610184658273,0.9999929636035546,0.9783592113429778,4.7574742998536735e-05,0.999423713478146,9.506727157936469e-05,9.003886889380422e-05,0.00017813987273913412,2.2878178732895365e-06,0.9999977872946224,0.9999988059927941,0.9993073539209661,1.754639724512774e-05,2.0954583983759357e-05,1.029461596281761e-06,0.000375996749008358,8.283148200732715e-05,0.00010948919164799462,0.9995745452262267,0.9730269688424596,0.9999979926604456
corn,object,0.9999617424915141,0.9999876245535185,0.9999617130649253,2.71521430220659e-06,3.577325721845891e-05,0.17346670182284665,0.00020257261248208776,3.335167850833301e-05,0.9997787727241375,0.9999789073747399,0.999974657189547,0.9996064995425757,0.9999705488371929,0.999957111652777,0.9999956841975073,0.7869270741647683,3.603100725876355e-05,0.0001147353205321145,0.8922362725142029,0.995056498821142,0.9999816099230122,0.575174775590914,0.9999990019225108,0.9660770760256068,0.9966949111219812,0.9995693272577609,0.9996127983204067,0.9551425680356388,0.9769015229706484,0.9935588980440645,0.9999781217125253,0.9999979613501878,0.9999563909224237,0.9999882245754145,0.9471815790879545,0.015122383873954651,0.9960940409841806,0.927342623703538,0.02430126783435012,0.7671254051869063,0.004996310949252541,0.9996019245949397,0.9999946725264169,0.9996490143428335,6.046435789571739e-06,2.0267643669298774e-05,0.19001988653799112,0.7614778898220009,4.8860040381579824e-05,1.8356054580453636e-05,0.9936428481182865,0.9363700528500493,0.999593197742426
cube,rgb,0.0002511092991507629,0.00021012320603097144,0.00020225109953956753,0.999743894241622,0.9999999975800162,0.9978176672115204,0.9923144789130017,0.9999959633201748,0.005370481102706687,0.00020955149594251127,0.00024869333854737327,0.00020541079490401368,0.0002130180372902052,0.00025480825171716163,0.000224272676299389,0.9967096824201368,0.9999999347745685,0.9974128408868309,0.09932537335587371,0.19777357084651948,0.5438165178549221,0.1567108959886662,0.003057818677104445,0.0010944835259233667,0.023118905990554627,0.001454316804258449,0.038702899669597154,0.3454256780489178,0.1258940020180987,0.1640542857776743,0.00021500199009248978,0.00022095178388040467,0.0002617437251001604,0.0002340299195076427,0.17712542304976767,0.18113958987382411,0.05175368969476908,0.0013208698409878244,0.10096806684476034,0.9694452183382944,0.02630533023485542,0.15098344453192875,0.0002450123867676214,0.00021003926787448437,0.9999999948203488,0.9993846892287607,0.9976685790848859,0.9976906753480737,0.9992628829649317,0.9999999873539885,0.21447587774190438,0.3150052947820622,0.13957708578752312
cube,shape,2.76463124840004e-06,3.5918580536080705e-05,0.00014308195321201215,0.9999966354757293,0.9998467643147693,0.9999926301079232,0.9997183306043407,0.999974474160991,0.1589613836073492,0.0005269658019132015,8.030865408366162e-06,0.0012101102794403954,1.5570186175454842e-05,5.21280941471204e-06,7.722344429947613e-07,0.9998480377240289,0.9998149878080083,0.9998970502619702,0.02817309955461801,9.174186934748018e-06,8.516177451296519e-05,0.6233008706840429,3.6156436679035337e-06,0.9501607168683974,0.0002455497915485878,0.6495021709342201,3.615576446747296e-05,0.002287294929172405,0.03475224560164586,8.231507376705343e-06,7.381549883759934e-05,3.5106432982551374e-06,5.212809414712078e-06,1.0042245963693257e-05,0.01573661025290277,0.9999237149440137,0.00012751330655798505,0.9984277379272222,0.9989256190439555,0.31757993474389634,0.999988840772396,5.497312798456698e-07,2.4219156948536995e-06,0.8745299532094217,0.9999825971196701,0.999963384949065,0.9999977665677593,0.9998310093647352,0.9999002733910994,0.9998359302565722,6.0763861248330744e-05,0.0006530824927586039,4.3790202879222575e-07
cube,object,1.8324594370606784e-06,3.1542851921304386e-05,0.00011421327600073678,0.9999942139295439,0.9998840781418574,0.9999879151979595,0.999749918807158,0.9999738874951015,0.017587071980628824,0.00045767524534655237,4.962125454589084e-06,0.0010479032444200105,1.4682202727160201e-05,3.1259655718594673e-06,8.460477817248641e-07,0.9998597682836915,0.9999050058149728,0.9998933557744518,0.027029004764370847,1.63297482655175e-05,7.221930783473818e-05,0.3546443535325984,2.6654420464083476e-06,0.613473798612267,0.0001947297325634642,0.18679944985230693,4.1726861423281305e-05,0.0016553602452944768,0.013455950203361176,1.1985247455491952e-05,6.0167679732801914e-05,4.630385786116511e-06,3.165068567059842e-06,8.919962392455308e-06,0.009255580165609187,0.9994659023283465,0.00020516445576622386,0.9714045402119178,0.9932254820578956,0.21201833586231156,0.9998427169364196,2.4194059826782303e-06,3.3937168662190078e-06,0.607761391979395,0.9999889287402057,0.9999614047631217,0.9999956066451201,0.9998567515067919,0.9999074967368717,0.9999078785955613,7.93718358657892e-05,0.0005663517401906115,1.574991305677728e-06
cucumber,rgb,8.758247749751965e-05,0.0001270169495230987,0.00044558561684740125,0.9999999999617313,1.0376738557991428e-05,0.9999992738599491,0.9999999961321147,2.5984338647492834e-05,0.8873843214257773,0.00013647876318384738,0.000105508326753657,0.0005120456681498846,0.000540626857716104,7.168762141573229e-05,8.95538410265576e-05,0.9999986381123127,2.8750823499873796e-05,0.9999999995610287,0.9999233266241139,0.9999859509682973,0.999993215855906,0.9999788379827921,0.2495774241634817,0.07097038321362757,0.8649171876675161,0.11447382276502509,0.9984438546813894,0.9999971671334209,0.9999497196176216,0.999975914777791,0.000593987461714384,0.0001378545574723314,0.00012241600265764163,0.00011742656971522198,0.99998279709757,0.9999848251113223,0.9996553215667308,0.07878259769360094,0.9999404104105049,0.9999994020981051,0.9978747897052678,0.9999751035117995,0.0001527368786440563,0.00013985996029533256,2.646537925575584e-05,0.9999999998669193,0.9999991399114309,0.9999991433218609,0.9999999998587485,4.3980978853250146e-05,0.999989466196085,0.999996175048947,0.9999673917643547
cucumber,shape,0.0005894452165689956,8.350967642747236e-05,4.850615067827367e-05,0.9948695033115701,0.9138173316698104,0.9968014397698556,0.9004595888565837,0.6496514314243699,0.009140669903664517,0.0014796558493539792,0.0001297674718749255,0.00029878548305146323,0.0005979517956759751,0.0005497916872747106,8.525257028858573e-05,0.9421433246373773,0.675282364631738,0.9260682746467331,0.99979046720877,0.9993666285254241,0.0009985713681319387,0.9999083235394206,0.6427226722028607,0.9999999999780615,0.9999999999932756,0.9699928940957352,0.9995316037621463,0.9998327213034699,0.9998912480033645,0.9991849692062694,0.00016325561062866933,0.0009568880002189585,0.0005497916872746988,0.0001849411466900352,0.9999638446211597,0.9997658246988091,0.9998274217841262,0.9996207313142504,0.9997775024272896,0.9999999995929749,0.9999824482041972,0.9993773588192522,0.0002458853972710519,0.08487131566559203,0.9707778864550334,0.9869206645691115,0.9991491297457572,0.9342035974286897,0.9442989212696622,0.8831173746754217,0.9991958051704437,0.9998537375305798,0.9995944895882224
cucumber,object,0.00020853702930753162,3.2033384158970825e-05,6.209754360139191e-05,0.9999994274668546,9.4078970842981e-06,0.9999972538664934,0.9999640928793819,1.1200897787420574e-05,0.37368700114434206,9.996380022145296e-05,6.091086243707185e-05,0.0001339293428924068,0.00029201689715137785,0.00015466659951915974,3.4633997320545313e-05,0.9999819910475763,6.790786786655629e-06,0.9999948578901307,0.9999195326039553,0.9998102332686841,0.9969749444544113,0.9999676773089924,0.8582287884594498,0.9998649601816616,0.9999981972717247,0.7021506830943859,0.9995605633004434,0.9999786973826565,0.9999573634149824,0.9997699579405497,0.00010445793737081817,7.883093229109601e-05,0.00022263333272434435,4.690258063015312e-05,0.9999809711426804,0.9999482647168294,0.9998981282309958,0.9601677991697155,0.9999059847063898,0.9999999938686128,0.9998958232865941,0.9997498567094464,0.00012265826290095797,0.0007337681768778892,1.6197668281144718e-05,0.9999983930517663,0.9999985196560072,0.9999882249716815,0.999997095772571,1.671808662575398e-05,0.9997439256854403,0.9999595322495951,0.9999108340579109
ear,rgb,0.9999495594442349,0.9999223947520836,0.9997620190724477,2.6974657876407196e-05,0.9999998428522763,7.29894511856814e-05,0.00046833195837281313,0.9999995315724011,0.6589868730014455,0.9999175561135615,0.9999413677525179,0.9997341751769204,0.999733900169027,0.9999571471206882,0.9999442215148697,0.00011038456129512402,0.9999996341997387,9.664840255363494e-05,0.08372039893733163,0.027844111450384647,0.0020288102042110728,0.031660330024619716,0.8963425653457406,0.9714443840099157,0.4328373148811047,0.9564005892913252,0.09438911869322737,0.008578776628400075,0.06999822037291609,0.04164893981511478,0.9997127001914871,0.9999205990768691,0.9999366175426713,0.9999332697102726,0.03001902371332797,0.025905499260307777,0.19604469571107563,0.9649002375207305,0.06168214984987987,0.00017012864387991891,0.4721877283210207,0.037617390714147075,0.9999207936943056,0.9999160757326332,0.9999997052772416,6.054136077879984e-05,8.046805526301002e-05,8.008845001562722e-05,5.9085159208300644e-05,0.9999995718706668,0.02145991065516299,0.010972213951435784,0.04760404216190249
ear,shape,0.9999721657559464,0.9999905210281123,0.9999050156042248,3.6384667859286205e-06,0.006633526066480536,2.5094287328920914e-06,0.00037323250800054314,0.00021316536245259555,0.9990255727215152,0.9999699131090537,0.9999771664422111,0.9992058487963047,0.9999251009662319,0.9999533564278351,0.9999991101020304,9.70962258561553e-05,0.002849085892089938,0.0001350787590515707,0.7264522451052946,0.999785148292931,0.9999953355765759,0.2132556697593347,0.9999954224173067,0.0006824902169814669,0.07185794806416346,0.9075282773983371,0.9963882316257122,0.9807359159738344,0.9913610287714103,0.9997045794397342,0.9999446904044538,0.9999996548166451,0.9999533564278351,0.9999961322379272,0.9273219057066119,0.0010575534136352757,0.9995943208756944,0.0015996425825939066,0.0001627309556399145,0.0016039533171419297,2.610582257957708e-05,0.9999973978778256,0.9999993340567382,0.9993649572782659,6.434481339262376e-05,4.957556234430862e-05,2.089502869575512e-06,9.445812522403457e-05,0.00013821214938766654,0.0003438950518339044,0.999547964167195,0.9676252962159164,0.9999979312372899
ear,object,0.9999768654782127,0.9999906193484057,0.9999515143809354,3.5770788226678665e-06,0.9803780001472677,7.823756680033911e-06,0.00020969996571021534,0.8465978693356953,0.9903556246937835,0.999976570361043,0.9999789471503643,0.9995586330548611,0.9999344298548476,0.9999687930434669,0.9999969538964635,7.412066135237396e-05,0.9583381790299813,6.624855534144757e-05,0.36715686503093065,0.9490298891258659,0.9867525996624963,0.09546627308353858,0.9997651304660831,0.16772633656568242,0.3308474250962818,0.9395211559009721,0.9000294894726831,0.5430837708016958,0.8297151811246292,0.949752404736352,0.9999580789904904,0.9999981803450075,0.9999623755460602,0.9999949165460106,0.5030803762617206,0.0032189803980046164,0.9802324799699145,0.18536259661187535,0.0019528459056082376,0.001014056867665708,0.0024496696638155024,0.9968809752558172,0.999996912319549,0.9996989545472548,0.7382600600234323,2.3669008469079096e-05,7.341594669169179e-06,6.730111202377535e-05,5.2355514082557376e-05,0.878934182658689,0.924973592496044,0.4899346673524532,0.9973861120275385
green,rgb,0.0001419008864255474,0.0003509362949206117,0.0028649133890384015,0.9999999979400946,3.85513527255201e-12,0.9999999999754179,0.9999998956594864,9.591012287089607e-11,0.9993221259474452,0.0003920098121827792,0.0001860144241464854,0.003478575690965596,0.0033446890938601246,0.00010567200689500854,0.00018497419962098169,0.9999999999548945,2.7292663636542183e-11,0.9999999917015064,0.999948159431366,0.9999913710656891,0.9999999839215019,0.9999910973897986,0.9962726614352911,0.9574960473874495,0.999938882381225,0.9796734792550837,0.9999918962266132,0.9999987871505567,0.999957013545423,0.9999826026292725,0.003832298375237243,0.0003500868926651039,0.0002049410363656467,0.00024514177756627747,0.9999909496264041,0.9999933669189646,0.9997750054031007,0.9727689050442225,0.9999741051944611,0.999999999813749,0.9981831296639905,0.9999873121529487,0.0003198226498948007,0.00040389574662356753,1.1763823729863477e-11,0.9999999933965253,0.9999999999719305,0.9999999999721687,0.999999994194225,2.4965935256855392e-11,0.9999947350120142,0.9999981315525021,0.999980059997189
green,shape,0.0003676356376124353,0.11781006139925619,0.023763414171449653,0.9999999961852533,0.9999938923535602,0.9999999843228606,0.9999998993610418,0.9999994966583936,0.9997029915649539,0.8656342745679662,0.00014090559069975217,0.9999960246005376,0.9609740334407931,0.00022713059248465108,0.010212576212401642,0.9999999919578751,0.999999957181727,0.9999999734047069,0.9999881769096788,0.9995358389242746,0.9996756870193956,0.9999904297628512,0.998229555808237,0.9999999999999776,0.9999999828798493,0.9999999999214912,0.9997829404828675,0.9998559273025789,0.9999641148339412,0.9989171208976393,0.8030850064861005,0.7168299135707545,0.0002271305924846503,0.00020249691170034983,0.9999952172340557,0.999973332280343,0.9996771969925952,0.9999529923009356,0.9997975603616244,0.9999999477964531,0.9999998064258044,0.9997015806870693,0.00023125055353048085,0.9999942708921667,0.9999999995029973,0.999999998664461,0.9999999794454248,0.999999992568174,0.9999999882653304,0.9999999654495338,0.9994089678487926,0.9999162413736501,0.999713853726572
green,object,0.00017377518222378961,0.0022724668439548126,0.0038070213009868594,0.9999999876209579,9.416971319824539e-06,0.9999999988350665,0.9999997463126804,0.00015814223204556205,0.9998526444953576,0.008824843739211143,6.438585325495463e-05,0.8054382936704522,0.07356277037542912,7.516441085803428e-05,0.0004795329688523994,0.9999999993427575,0.0001742280882640336,0.9999999814785051,0.9999872765178207,0.9998343460363271,0.9999614606582181,0.9999942908807228,0.988904216244048,0.9999994480590795,0.9999996453328238,0.9999837686720495,0.9999051411514506,0.9999867310793565,0.9999809886758944,0.9996084908784066,0.04732627543548745,0.0037527742616642336,0.00011068893240668118,9.009958723800633e-05,0.9999956589233526,0.9999735728330165,0.999817135242076,0.9996885994526246,0.9999416942123747,0.999999999737049,0.9999350718969833,0.999884292243226,9.316118086321488e-05,0.6368291960772098,0.00046330928903747437,0.9999999914114163,0.9999999989225969,0.99999999959995,0.9999999899130237,0.0003945177395150976,0.9998183536181825,0.9999796005870286,0.9999175614147843
