,Accuracy,F1-Score,Num Negative Examples,Num Positive Examples,Precision,Recall
frame,0.9110416666666667,0.907797619047619,8.0,1.0,0.9385416666666666,0.9124999999999999
glass,0.9233333333333333,0.9092857142857143,8.0,2.0,0.8791666666666667,0.9749999999999999
green,0.858125,0.8765178571428571,8.125,2.0,0.8391666666666666,0.9583333333333333
hammer,0.7779166666666666,0.7799404761904762,8.0,1.0,0.71875,0.9020833333333332
handle,0.75125,0.7397916666666666,8.375,3.0,0.6074999999999999,1.0
jar,0.8808333333333334,0.886547619047619,8.0,1.0,0.9489583333333333,0.8708333333333333
label,0.9670833333333333,0.9708333333333334,7.0,2.0,0.9895833333333333,0.9624999999999999
lemon,0.8933333333333333,0.895297619047619,8.0,1.0,0.9072916666666666,0.91875
light,0.9352083333333334,0.9279761904761905,8.5,2.0,0.9177083333333332,0.9666666666666666
lightbulb,0.9089583333333333,0.92125,8.0,1.0,1.0,0.8791666666666667
lime,0.8510416666666666,0.8660119047619048,8.0,1.0,0.9083333333333332,0.8770833333333332
marker,0.8445833333333334,0.8283333333333334,8.0,1.0,0.8604166666666666,0.8770833333333333
measure,0.7979166666666666,0.8052380952380953,8.0,1.0,0.8239583333333333,0.8499999999999999
measuring,0.8712500000000001,0.8617261904761905,8.0,1.0,0.8989583333333333,0.8770833333333332
mechanical,0.8962500000000001,0.8916666666666666,8.0,1.0,0.94375,0.8833333333333333
metal,0.8385416666666665,0.8486309523809523,6.875,1.0,0.8802083333333334,0.8604166666666666
mouse,0.8877083333333333,0.88625,8.0,1.0,0.95,0.8666666666666667
mug,0.85375,0.8475595238095237,8.0,1.0,0.8635416666666667,0.8979166666666666
onion,0.9170833333333334,0.9204166666666667,8.0,1.0,0.9604166666666667,0.9145833333333333
opener,0.8891666666666667,0.8933333333333333,8.0,1.0,0.975,0.85625
orange,0.8670833333333332,0.8754166666666667,8.0,1.0,0.9229166666666666,0.8770833333333332
pair,0.8685416666666667,0.8398214285714286,9.5,3.0,0.7645833333333333,1.0
pencil,0.9060416666666666,0.9058333333333333,8.0,1.0,0.9770833333333333,0.8770833333333333
pepper,0.7327083333333333,0.7619642857142856,8.0,1.0,0.7258333333333333,0.8833333333333333
phone,0.870625,0.8808333333333334,8.0,1.0,0.9520833333333334,0.8583333333333333
picture,0.9054166666666668,0.9,8.0,1.0,0.9770833333333333,0.8645833333333333
pill,0.9139583333333334,0.91375,8.0,1.0,0.98125,0.8895833333333333
pink,0.968125,0.975,9.375,2.0,1.0,0.9583333333333333
plastic,0.8870833333333333,0.8866666666666667,6.0,1.0,0.9666666666666667,0.8520833333333333
plate,0.8714583333333332,0.8772619047619048,8.0,1.0,0.8916666666666666,0.9020833333333333
plier,0.88,0.884345238095238,8.0,1.0,0.9333333333333333,0.8875
potato,0.8708333333333333,0.8776785714285715,8.0,1.0,0.9395833333333333,0.8687499999999999
prescription,0.881875,0.9095833333333333,8.0,1.0,0.99375,0.8729166666666667
purple,0.9752083333333333,0.9670833333333333,8.875,2.0,0.9666666666666666,0.9833333333333333
red,0.9691666666666667,0.9630952380952381,8.0,6.0,0.9416666666666667,1.0
scissors,0.8677083333333334,0.8594642857142857,8.0,1.0,0.878125,0.9020833333333333
screwdriver,0.8147916666666667,0.8079761904761905,8.0,1.0,0.8072916666666666,0.8812499999999999
shampoo,0.8708333333333333,0.8851785714285715,8.0,1.0,0.9604166666666667,0.8541666666666665
silver,0.8041666666666667,0.7924404761904763,8.625,2.0,0.7112499999999999,0.9749999999999999
soda,0.8922916666666667,0.9083333333333333,8.0,1.0,1.0,0.85625
spoon,0.8872916666666666,0.8919642857142858,8.0,1.0,0.9593750000000001,0.875
stapler,0.86875,0.8432142857142857,8.0,1.0,0.8531249999999999,0.9083333333333332
syringe,0.8912500000000001,0.9108333333333333,8.0,1.0,0.99375,0.8666666666666667
tape,0.8247916666666667,0.8210119047619048,8.0,1.0,0.8458333333333333,0.85625
toothbrush,0.8858333333333333,0.8975,8.0,1.0,0.975,0.8583333333333333
toothpaste,0.8764583333333333,0.8848809523809524,8.0,1.0,0.9864583333333333,0.8333333333333333
towel,0.875,0.878095238095238,8.0,1.0,0.9145833333333333,0.8875
tube,0.9454166666666667,0.9420833333333334,8.0,1.0,1.0,0.9104166666666667
used,0.7508333333333332,0.7469642857142857,5.0,1.0,0.6729166666666666,0.9125
water,0.8916666666666667,0.8923809523809524,8.0,1.0,0.934375,0.8937499999999999
white,0.8185416666666667,0.7967261904761904,5.75,6.0,0.6941666666666666,1.0
wired,0.9014583333333333,0.9002976190476191,8.0,1.0,0.9614583333333333,0.8812499999999999
wrench,0.8685416666666667,0.8645238095238095,8.0,1.0,0.8999999999999999,0.8854166666666666
yellow,0.9118750000000001,0.8916666666666666,7.875,7.0,0.828125,1.0
