Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
like,cube/cube_4 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) cube/cube_4 (nan) corn/corn_2 (nan) ,cube/cube_4 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
like,cube/cube_4 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) cube/cube_4 (nan) ,cube/cube_4 (nan) corn/corn_2 (nan) ,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
like,corn/corn_2 (nan)      corn/corn_2 (nan)      cube/cube_4 (nan)      ,corn/corn_2 (nan) cube/cube_4 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) cube/cube_4 (nan) corn/corn_2 (nan) ,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
like,cube/cube_4 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) cube/cube_4 (nan) ,cube/cube_4 (nan) corn/corn_2 (nan) ,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
like,corn/corn_2 (nan)      ,corn/corn_2 (nan) ,corn/corn_2 (nan) ,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
like,corn/corn_2 (nan)      cube/cube_4 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) cube/cube_4 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) cube/cube_4 (nan) corn/corn_2 (nan) ,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
like,corn/corn_2 (nan)      ,corn/corn_2 (nan) ,corn/corn_2 (nan) ,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - like,,,,,,,,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
corn,banana/banana_2 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,banana/banana_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,3.0,0.0,1.0,0.0,0.75,0.75,1.0,0.857142857143
corn,corn/corn_2 (nan)      banana/banana_2 (nan)      banana/banana_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) banana/banana_2 (nan) banana/banana_2 (nan) corn/corn_2 (nan) ,2.0,0.0,2.0,0.0,0.5,0.5,1.0,0.666666666667
corn,banana/banana_2 (nan)      corn/corn_2 (nan)      banana/banana_2 (nan)      ,corn/corn_2 (nan) ,banana/banana_2 (nan) corn/corn_2 (nan) banana/banana_2 (nan) ,1.0,0.0,2.0,0.0,0.333333333333,0.333333333333,1.0,0.5
corn,corn/corn_2 (nan)      banana/banana_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) banana/banana_2 (nan) corn/corn_2 (nan) ,2.0,0.0,1.0,0.0,0.666666666667,0.666666666667,1.0,0.8
corn,banana/banana_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) ,banana/banana_2 (nan) corn/corn_2 (nan) ,1.0,-1.0,1.0,1.0,0.0,0.5,0.5,0.5
corn,banana/banana_2 (nan)      corn/corn_2 (nan)      banana/banana_2 (nan)      ,corn/corn_2 (nan) ,banana/banana_2 (nan) corn/corn_2 (nan) banana/banana_2 (nan) ,1.0,0.0,2.0,0.0,0.333333333333,0.333333333333,1.0,0.5
corn,corn/corn_2 (nan)      corn/corn_2 (nan)      banana/banana_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) corn/corn_2 (nan) banana/banana_2 (nan) corn/corn_2 (nan) ,3.0,0.0,1.0,0.0,0.75,0.75,1.0,0.857142857143
corn,corn/corn_2 (nan)      banana/banana_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) banana/banana_2 (nan) corn/corn_2 (nan) ,2.0,-1.0,1.0,1.0,0.333333333333,0.666666666667,0.666666666667,0.666666666667
corn,banana/banana_2 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,banana/banana_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,3.0,0.0,1.0,0.0,0.75,0.75,1.0,0.857142857143
corn,banana/banana_2 (nan)      corn/corn_2 (nan)      banana/banana_2 (nan)      ,corn/corn_2 (nan) ,banana/banana_2 (nan) corn/corn_2 (nan) banana/banana_2 (nan) ,1.0,0.0,2.0,0.0,0.333333333333,0.333333333333,1.0,0.5
Total - corn,,,,,,,,0.4749999999999999,0.5583333333333333,0.9166666666666666,0.6704761904761904
 ,,,,,,,,,,,
yellow,corn/corn_2 (nan)      banana/banana_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) banana/banana_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) banana/banana_2 (nan) corn/corn_2 (nan) ,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,corn/corn_2 (nan)      ,corn/corn_2 (nan) ,corn/corn_2 (nan) ,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,corn/corn_2 (nan)      ,corn/corn_2 (nan) ,corn/corn_2 (nan) ,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,corn/corn_2 (nan)      banana/banana_2 (nan)      ,corn/corn_2 (nan) banana/banana_2 (nan) ,corn/corn_2 (nan) banana/banana_2 (nan) ,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,corn/corn_2 (nan)      banana/banana_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) banana/banana_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) banana/banana_2 (nan) corn/corn_2 (nan) ,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,banana/banana_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) corn/corn_2 (nan) ,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,corn/corn_2 (nan)      corn/corn_2 (nan)      banana/banana_2 (nan)      ,corn/corn_2 (nan) banana/banana_2 (nan) corn/corn_2 (nan) ,corn/corn_2 (nan) corn/corn_2 (nan) banana/banana_2 (nan) ,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,corn/corn_2 (nan)      banana/banana_2 (nan)      ,corn/corn_2 (nan) banana/banana_2 (nan) ,corn/corn_2 (nan) banana/banana_2 (nan) ,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,banana/banana_2 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      ,corn/corn_2 (nan) banana/banana_2 (nan) corn/corn_2 (nan) ,banana/banana_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
yellow,corn/corn_2 (nan)      ,corn/corn_2 (nan) ,corn/corn_2 (nan) ,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Total - yellow,,,,,,,,1.0,1.0,1.0,1.0
 ,,,,,,,,,,,
fruit,banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      ,banana/banana_2 (nan) ,banana/banana_2 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,1.0,0.0,4.0,0.0,0.2,0.2,1.0,0.333333333333
fruit,banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) ,cucumber/cucumber_3 (nan) banana/banana_2 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,1.0,-1.0,3.0,1.0,0.0,0.25,0.5,0.333333333333
fruit,banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,1.0,-1.0,2.0,1.0,0.0,0.333333333333,0.5,0.4
fruit,cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      banana/banana_2 (nan)      banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) ,cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) banana/banana_2 (nan) banana/banana_2 (nan) cucumber/cucumber_3 (nan) ,2.0,0.0,4.0,0.0,0.333333333333,0.333333333333,1.0,0.5
fruit,cucumber/cucumber_3 (nan)      banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) ,cucumber/cucumber_3 (nan) banana/banana_2 (nan) cucumber/cucumber_3 (nan) ,1.0,-1.0,2.0,1.0,0.0,0.333333333333,0.5,0.4
fruit,banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      ,banana/banana_2 (nan) ,cucumber/cucumber_3 (nan) banana/banana_2 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
fruit,banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,1.0,-2.0,2.0,2.0,-0.333333333333,0.333333333333,0.333333333333,0.333333333333
fruit,cucumber/cucumber_3 (nan)      banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      ,banana/banana_2 (nan) ,cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) banana/banana_2 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
fruit,banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,1.0,-1.0,2.0,1.0,0.0,0.333333333333,0.5,0.4
fruit,cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) ,cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) banana/banana_2 (nan) cucumber/cucumber_3 (nan) ,1.0,-1.0,4.0,1.0,0.0,0.2,0.5,0.285714285714
Total - fruit,,,,,,,,0.06999999999999999,0.2816666666666667,0.6833333333333333,0.3785714285714286
 ,,,,,,,,,,,
green,corn/corn_2 (nan)      cucumber/cucumber_3 (nan)      corn/corn_2 (nan)      cucumber/cucumber_3 (nan)      ,cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,cucumber/cucumber_3 (nan) corn/corn_2 (nan) corn/corn_2 (nan) cucumber/cucumber_3 (nan) ,2.0,-1.0,2.0,1.0,0.25,0.5,0.666666666667,0.571428571429
green,corn/corn_2 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      ,cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,corn/corn_2 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,3.0,0.0,1.0,0.0,0.75,0.75,1.0,0.857142857143
green,corn/corn_2 (nan)      corn/corn_2 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      ,cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,corn/corn_2 (nan) corn/corn_2 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,2.0,0.0,2.0,0.0,0.5,0.5,1.0,0.666666666667
green,corn/corn_2 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      cucumber/cucumber_3 (nan)      ,cucumber/cucumber_3 (nan) ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) cucumber/cucumber_3 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
green,corn/corn_2 (nan)      cucumber/cucumber_3 (nan)      corn/corn_2 (nan)      ,cucumber/cucumber_3 (nan) ,corn/corn_2 (nan) cucumber/cucumber_3 (nan) corn/corn_2 (nan) ,1.0,0.0,2.0,0.0,0.333333333333,0.333333333333,1.0,0.5
green,cucumber/cucumber_3 (nan)      corn/corn_2 (nan)      cucumber/cucumber_3 (nan)      corn/corn_2 (nan)      ,cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) corn/corn_2 (nan) corn/corn_2 (nan) ,2.0,-1.0,2.0,1.0,0.25,0.5,0.666666666667,0.571428571429
green,corn/corn_2 (nan)      corn/corn_2 (nan)      corn/corn_2 (nan)      cucumber/cucumber_3 (nan)      ,cucumber/cucumber_3 (nan) ,corn/corn_2 (nan) corn/corn_2 (nan) corn/corn_2 (nan) cucumber/cucumber_3 (nan) ,1.0,0.0,3.0,0.0,0.25,0.25,1.0,0.4
green,cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      corn/corn_2 (nan)      ,cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) corn/corn_2 (nan) ,2.0,-1.0,1.0,1.0,0.333333333333,0.666666666667,0.666666666667,0.666666666667
green,cucumber/cucumber_3 (nan)      corn/corn_2 (nan)      cucumber/cucumber_3 (nan)      corn/corn_2 (nan)      cucumber/cucumber_3 (nan)      corn/corn_2 (nan)      ,cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,cucumber/cucumber_3 (nan) corn/corn_2 (nan) cucumber/cucumber_3 (nan) corn/corn_2 (nan) cucumber/cucumber_3 (nan) corn/corn_2 (nan) ,3.0,0.0,3.0,0.0,0.5,0.5,1.0,0.666666666667
green,cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      corn/corn_2 (nan)      ,cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) corn/corn_2 (nan) ,2.0,-1.0,1.0,1.0,0.333333333333,0.666666666667,0.666666666667,0.666666666667
Total - green,,,,,,,,0.375,0.4916666666666667,0.8666666666666666,0.5966666666666668
 ,,,,,,,,,,,
cucumber,banana/banana_2 (nan)      banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      ,cucumber/cucumber_3 (nan) ,banana/banana_2 (nan) banana/banana_2 (nan) cucumber/cucumber_3 (nan) ,1.0,0.0,2.0,0.0,0.333333333333,0.333333333333,1.0,0.5
cucumber,banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      ,cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,cucumber/cucumber_3 (nan) banana/banana_2 (nan) ,1.0,-1.0,1.0,1.0,0.0,0.5,0.5,0.5
cucumber,banana/banana_2 (nan)      banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      ,cucumber/cucumber_3 (nan) ,banana/banana_2 (nan) banana/banana_2 (nan) cucumber/cucumber_3 (nan) ,1.0,0.0,2.0,0.0,0.333333333333,0.333333333333,1.0,0.5
cucumber,cucumber/cucumber_3 (nan)      banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      ,cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,cucumber/cucumber_3 (nan) banana/banana_2 (nan) cucumber/cucumber_3 (nan) ,2.0,-1.0,1.0,1.0,0.333333333333,0.666666666667,0.666666666667,0.666666666667
cucumber,banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      ,cucumber/cucumber_3 (nan) ,cucumber/cucumber_3 (nan) banana/banana_2 (nan) ,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.666666666667
cucumber,banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      banana/banana_2 (nan)      ,cucumber/cucumber_3 (nan) ,banana/banana_2 (nan) cucumber/cucumber_3 (nan) banana/banana_2 (nan) ,1.0,0.0,2.0,0.0,0.333333333333,0.333333333333,1.0,0.5
cucumber,banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      ,cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) banana/banana_2 (nan) banana/banana_2 (nan) ,2.0,0.0,2.0,0.0,0.5,0.5,1.0,0.666666666667
cucumber,cucumber/cucumber_3 (nan)      banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      banana/banana_2 (nan)      ,cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,cucumber/cucumber_3 (nan) banana/banana_2 (nan) cucumber/cucumber_3 (nan) banana/banana_2 (nan) ,2.0,0.0,2.0,0.0,0.5,0.5,1.0,0.666666666667
cucumber,banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      banana/banana_2 (nan)      ,cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,banana/banana_2 (nan) cucumber/cucumber_3 (nan) banana/banana_2 (nan) ,1.0,-1.0,2.0,1.0,0.0,0.333333333333,0.5,0.4
cucumber,cucumber/cucumber_3 (nan)      banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      ,cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,cucumber/cucumber_3 (nan) banana/banana_2 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,3.0,0.0,1.0,0.0,0.75,0.75,1.0,0.857142857143
Total - cucumber,,,,,,,,0.3583333333333333,0.475,0.8666666666666666,0.5923809523809523
 ,,,,,,,,,,,
banana,cucumber/cucumber_3 (nan)      banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      ,banana/banana_2 (nan) ,banana/banana_2 (nan) cucumber/cucumber_3 (nan) ,1.0,1.0,1.0,0.0,0.666666666667,0.5,1.0,0.666666666667
banana,banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) cucumber/cucumber_3 (nan) banana/banana_2 (nan) cucumber/cucumber_3 (nan) ,2.0,0.0,2.0,1.0,0.4,0.5,0.666666666667,0.571428571429
banana,banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      banana/banana_2 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) cucumber/cucumber_3 (nan) banana/banana_2 (nan) ,2.0,1.0,1.0,0.0,0.75,0.666666666667,1.0,0.8
banana,banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      ,banana/banana_2 (nan) ,banana/banana_2 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) ,1.0,1.0,2.0,0.0,0.5,0.333333333333,1.0,0.5
banana,banana/banana_2 (nan)      banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) banana/banana_2 (nan) cucumber/cucumber_3 (nan) ,2.0,0.0,1.0,0.0,0.666666666667,0.666666666667,1.0,0.8
banana,banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) cucumber/cucumber_3 (nan) banana/banana_2 (nan) cucumber/cucumber_3 (nan) ,2.0,-1.0,2.0,1.0,0.25,0.5,0.666666666667,0.571428571429
banana,cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      banana/banana_2 (nan)      banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) banana/banana_2 (nan) ,2.0,1.0,3.0,0.0,0.5,0.4,1.0,0.571428571429
banana,cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      cucumber/cucumber_3 (nan)      banana/banana_2 (nan)      ,banana/banana_2 (nan) ,cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) banana/banana_2 (nan) ,1.0,1.0,2.0,0.0,0.5,0.333333333333,1.0,0.5
banana,cucumber/cucumber_3 (nan)      banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) ,cucumber/cucumber_3 (nan) cucumber/cucumber_3 (nan) banana/banana_2 (nan) ,1.0,-1.0,2.0,1.0,0.0,0.333333333333,0.5,0.4
banana,banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      banana/banana_2 (nan)      cucumber/cucumber_3 (nan)      ,banana/banana_2 (nan) banana/banana_2 (nan) ,banana/banana_2 (nan) cucumber/cucumber_3 (nan) banana/banana_2 (nan) cucumber/cucumber_3 (nan) ,2.0,0.0,2.0,0.0,0.5,0.5,1.0,0.666666666667
Total - banana,,,,,,,,0.4733333333333333,0.47333333333333333,0.8833333333333332,0.6047619047619048
