Token,Type,0-banana/banana_2,1-banana/banana_2,0-corn/corn_2,1-corn/corn_2,2-corn/corn_2,3-corn/corn_2,4-corn/corn_2,5-corn/corn_2,0-cube/cube_4,1-cube/cube_4,2-cube/cube_4,3-cube/cube_4,4-cube/cube_4,0-cucumber/cucumber_3,1-cucumber/cucumber_3,2-cucumber/cucumber_3,3-cucumber/cucumber_3,4-cucumber/cucumber_3,5-cucumber/cucumber_3
cucumber,rgb,0.0009855722615274714,0.0009636701532467815,0.006388234020648896,0.00868622844628753,0.006903594063173052,0.0074279342336402605,0.008519043272736936,0.006992670919853979,9.72094710768346e-30,8.467839353084385e-30,1.531420857293347e-32,1.2589374997672542e-32,1.7908804575775192e-33,0.9997268139439536,0.9998413702770397,0.999757260344213,0.9996831683751894,0.9996024034115877,0.999252808352697
cucumber,shape,0.9999976354053117,0.999992604659203,0.9999991974908967,0.9999991974908967,0.9999995900023169,0.9999988378105056,0.9997982051536292,0.9998344764186522,3.861459325421573e-06,0.0002815132174378722,7.832491588186379e-06,8.234647223749112e-05,9.25219526093531e-05,0.9999979631520527,0.9999659403647265,0.9999915154833457,0.9999640576224208,0.9999838290385034,0.9996674022672061
cucumber,object,0.9999982799408015,0.99999456826573,0.9999964050747295,0.9999965430799894,0.9999984369729541,0.9999939665291319,0.9997633636307652,0.9997440947493079,2.385001639403078e-08,2.002975455538705e-06,4.457980101311678e-08,3.063074262388619e-07,3.668277604562097e-07,0.999998259138125,0.9999720116554152,0.9999914683849993,0.9999627197531307,0.9999879069034776,0.9997175186958446
fruit,rgb,0.9998601345570064,0.9998841467708077,0.9813230302372838,0.9814782577907714,0.9823253306138443,0.9831458279160987,0.9847366917960113,0.9856562359130947,0.9999999999999807,0.9999999999999816,0.9999999999999973,0.9999999999999976,0.9999999999999984,0.22245495835229298,0.21688736627201793,0.23019188358664586,0.27273739786208756,0.29943972522089785,0.3902347139937799
fruit,shape,0.9999159659191991,0.999914346833033,0.9967021299737722,0.9967021299737722,0.9974413103558086,0.9926697757605264,0.9984226579676735,0.9176610708860805,4.281151168624667e-05,5.781908724149328e-05,1.759405006786347e-05,3.1462960021280724e-05,0.0001036215127568731,0.9987535360096682,0.9979614803749692,0.9982223006609366,0.9330870836653875,0.9979860272728819,0.6776767978528164
fruit,object,0.9999715287928361,0.9999681945640908,0.9916431259398208,0.9918004612808435,0.993748570167747,0.987524886942727,0.9970940529076155,0.9688155861598513,0.9998130227653986,0.9997509021010876,0.9998483904691227,0.9998683372731499,0.9999509482942739,0.9598895251882862,0.9433377123655717,0.9467429407736266,0.7080589444120166,0.9618234426442678,0.6478960538135308
green,rgb,0.9999994113531335,0.9999997136469999,0.9971225556618862,0.9978157769537982,0.997530048273752,0.997849064922286,0.9983724956771978,0.9982501002516159,0.9999978937192151,0.9999979528747863,0.9999988893235604,0.9999990867592139,0.9999991220945199,0.9999814712806538,0.9999920715720728,0.999986257363022,0.9999877120367413,0.9999870010814663,0.9999863888222988
green,shape,0.9999649068161599,0.9999984095276871,0.9999999947424973,0.9999999947424973,0.9999999954930798,0.9999999824642766,0.9955888644658363,0.9999735085791555,0.5668564955535251,0.20213208039718691,0.09899760602748249,0.01720353276568651,0.01670797225340144,0.9999999981700565,0.9999998034933619,0.9999999884807366,0.99999951052132,0.9999979663328491,0.9999937595021572
green,object,0.9999987324244612,0.9999994206337041,0.9972615841199691,0.9978804395994235,0.9979488526233303,0.9978023599470167,0.9973894584019769,0.9968339272123214,0.9997886520792004,0.9997247531584466,0.9997687503549058,0.9997883175210492,0.9998140980877165,0.9999844414160255,0.9999899891508977,0.9999838457485476,0.9999910078144111,0.9999877873934917,0.9999884649132411
like,rgb,0.0036150792101278485,0.003944505956247577,0.9958875789068893,0.9940115465886447,0.9945383269575383,0.9929930610985886,0.988512658780038,0.9885205147994142,0.995768642009512,0.9961950176183233,0.9999812343088855,0.9999848849844767,0.9999974635297961,0.9999929398756116,0.9999942634928092,0.9999923659027662,0.999987235912487,0.9999826113157496,0.9999562718175817
like,shape,0.0006099841609713384,0.008106277093189056,0.9999694322120519,0.9999694322120519,0.9998657486463205,0.9999954481962698,0.9994915115582239,0.9999918252349379,0.9999568286014925,0.9999814020525332,0.999991432355294,0.9999887971020379,0.9999899070755537,0.9996417427177656,0.9996545055329923,0.9998629289180158,0.9999132316097641,0.9907399924558072,0.9987262017524636
like,object,0.0005522201312814059,0.003446318812651108,0.9999768231715775,0.9999752731115504,0.9998874213873918,0.9999964727782484,0.9995635060778444,0.9999923893104841,0.9999866693927482,0.9999887441522095,0.9999927634322785,0.9999917511812284,0.9999908370129451,0.9989942414758514,0.9993326863504371,0.9996413922410003,0.9999018292555303,0.982932075494214,0.9992702641437771
looks,rgb,0.002226015323527938,0.0025683295539034264,0.9993758198640946,0.9995129194972198,0.9992994598888121,0.9992324485239146,0.9990648357846375,0.998623817934771,5.417555278281001e-48,4.6560420694453805e-48,6.390055908331721e-51,5.617001033502244e-51,8.295824560828836e-52,1.0,1.0,1.0,1.0,1.0,0.9999999999999998
looks,shape,0.0007274368711952037,0.03944786521733353,0.9999037480228876,0.9999037480228876,0.999489809957967,0.999992327223093,0.937835990232842,0.9999793111643264,0.9999717610527027,0.9999653907521496,0.9999795088598022,0.9999781868746126,0.9999737307933168,0.9976835281203986,0.9993792093294968,0.999700679927341,0.9999296835737732,0.9965747013248251,0.9985801932664417
looks,object,0.0006830165984885254,0.020135796058501812,0.9999377904424628,0.9999356421736008,0.9996297763899714,0.999994840476428,0.9580539437230702,0.9999807750970165,0.9997989286331316,0.9995920876710737,0.9996016621428397,0.999645548596037,0.9994241162755795,0.9980352341038881,0.9995740051234003,0.999752739695104,0.9999621566256823,0.9974111096562751,0.9991899071629152
used,rgb,8.721451621508773e-05,4.9884160138102864e-05,0.8243168431738994,0.8118656287056614,0.8038899025622457,0.7845921004349292,0.7404640988143694,0.7227038357438481,2.1090411150901979e-22,1.913467259660567e-22,4.2834055558487714e-24,3.358852537955697e-24,1.2118067249447297e-24,0.9998826860789131,0.9998554801062616,0.9998614408518205,0.9997897769765187,0.9997423177227049,0.9994973883771737
used,shape,0.9984485253154819,0.9999813541408347,0.9999984718979945,0.9999984718979945,0.9999990866363773,0.9999980889956936,0.9999479411192601,0.9998486363854558,0.5129373823141617,0.8834076962399425,0.6066959552690634,0.8552516285439135,0.31740565992036746,0.9999861938495489,0.9997402831438185,0.9999693714316261,0.9997453080782442,0.9999579406409073,0.3830424652932815
used,object,0.971970092518486,0.9992948825667125,0.9999916313804151,0.999991483551469,0.9999948341358157,0.999988890626748,0.999824874702301,0.9995498462612519,4.0253678173940666e-05,0.00022967345300496327,2.7234171080303655e-05,8.485227926108373e-05,8.010723112729427e-06,0.999989618787902,0.9998444910761467,0.9999782655838606,0.9998301726759974,0.9999688384127847,0.7602194009270388
yellow,rgb,0.9999915309628137,0.9999911479479362,0.9997936240836517,0.9997741091699005,0.9997972452707079,0.9997997976420224,0.9998056390146794,0.9998258473749144,1.0,1.0,1.0,1.0,1.0,0.41414538836361153,0.32555672186174384,0.3997627111997047,0.46289783745514296,0.5120568776823469,0.6467569082605225
yellow,shape,0.9999823961873515,0.9999957380097363,0.9999651333477767,0.9999651333477767,0.9999136988488856,0.9999971465978867,0.9999992791358535,0.9999900217635399,0.10013207511098253,0.00011517615732240227,5.0831152357265694e-05,0.000205466215128724,6.639263149200948e-05,0.9992498849295813,0.9999443643061771,0.9998434094763443,0.9999978210356496,0.9999912994961637,0.9999862280282212
yellow,object,0.9999987871401375,0.9999999667197776,0.9999589955832909,0.9999607577481404,0.9999571354614601,0.9999770535715299,0.9999842650349491,0.9999708221617815,0.9999999999931923,0.999999999980409,0.9999999999953209,0.9999999999980598,0.9999999999971736,0.9954969687714647,0.9926294556005698,0.9971643120024778,0.986391915922184,0.9991179406760413,0.873986269006257
