Token,Type,2-corn/corn_3,2-corn/corn_1,2-corn/corn_4,1-corn/corn_4,0-cube/cube_2,0-cube/cube_3,0-cube/cube_1,4-cube/cube_2,4-cube/cube_3,3-banana/banana_4,3-corn/corn_4,3-corn/corn_3,3-corn/corn_1,1-corn/corn_1,0-corn/corn_1,0-corn/corn_3,0-corn/corn_4,3-cube/cube_1,3-cube/cube_3,3-cube/cube_2,2-cucumber/cucumber_2,0-banana/banana_4,2-cucumber/cucumber_1,0-banana/banana_3,2-cucumber/cucumber_4,0-banana/banana_1,1-banana/banana_3,1-banana/banana_1,1-banana/banana_4,0-cucumber/cucumber_1,0-cucumber/cucumber_2,0-cucumber/cucumber_4,1-corn/corn_3,3-cucumber/cucumber_4,3-cucumber/cucumber_2,3-cucumber/cucumber_1,4-cucumber/cucumber_4,2-banana/banana_1,2-banana/banana_4,4-cucumber/cucumber_1,4-corn/corn_4,4-corn/corn_3,1-cube/cube_3,1-cube/cube_2,1-cube/cube_1,2-cube/cube_1,2-cube/cube_2,2-cube/cube_3,1-cucumber/cucumber_4,1-cucumber/cucumber_1,1-cucumber/cucumber_2
cucumber,rgb,0.005818326517127256,0.006703929706063964,0.005567447418957999,0.005326396014662493,0.9999999838343359,5.27491949335061e-05,0.001445179332744004,0.9999998197334273,0.0021316810345618767,0.061877535722821495,0.00578977390174168,0.005936039231012395,0.007023227026039075,0.00824281096846618,0.008025477818533872,0.0057347969104293885,0.005049881074691421,0.0010908750387390383,0.0005226095217634626,0.9999999110084011,0.9994567117161629,0.7475142782654058,0.9995527401185773,0.0010017658741769734,0.9987863305648057,0.0019398319474322606,0.0007610009924085147,0.001894407731883193,0.4245002812306155,0.9998425902663715,0.9996573405583997,0.9993187110848533,0.006669516192884857,0.9987510960816569,0.9996389285006394,0.9987093808401895,0.997188560755058,0.0012245714407839313,0.15976556194657984,0.9971732949302196,0.004696343507828129,0.006018202232291771,0.00017653336159688575,0.9999999717688822,0.0012481935810705524,0.0012368350640836313,0.9999999674148792,0.00040987176088862074,0.9990011691310836,0.9997407490737221,0.9996201604144688
cucumber,shape,0.9991072405614551,0.9972213637763127,0.9999991412809586,0.9999987624839484,9.16917408107033e-05,0.0001432525839336881,0.00013014377407051392,0.11073251144788197,4.6163799889645336e-05,0.027813040051116972,0.9999980499940688,0.9793059306640748,5.286901030507983e-05,0.9995350399025266,0.9999952077814788,0.9999962013545476,0.9999997015194584,4.544468651225165e-05,0.00013243889478376235,2.6415347209577672e-05,0.9996937226607518,0.9850717959495676,0.9999203893185256,0.999870205724321,0.999994629747478,0.9966718144648891,0.9999960949855417,0.052381634101975966,0.9999989588788575,0.9999782427341215,0.9999946620672948,0.9999769832853602,0.9991429299776027,0.9999959784952952,0.9996914623296141,0.9999852241045789,0.999928624687518,0.05660043330103073,0.9998715032685852,0.999753595763835,0.9983837862932208,0.018348422811255788,2.41432960707021e-06,9.995026214550482e-06,0.00012769517049729338,4.1642657457668276e-05,1.8814235747340398e-05,6.628730705781436e-06,0.9999975791421517,0.9999928750400291,0.9999942992548796
cucumber,object,0.9986306003909021,0.9973772341099686,0.9999973708803449,0.9999966976404645,0.0010520375778847874,0.00011421776386633526,0.00013503052667226267,0.43430151928456495,3.339284047949025e-05,0.49514406115498605,0.9999916016466035,0.9758626473305358,0.0001935988099326829,0.9992137516629914,0.9999792295395685,0.9999856045097499,0.9999981759576748,6.115052078152388e-05,8.633844910900144e-05,0.0003267882084648272,0.9997522304836944,0.9979842287983419,0.9999346942496978,0.9999240554279918,0.999996653085528,0.9963724054817573,0.9999967242173011,0.20031863004478664,0.9999977475219968,0.9999807840836695,0.9999945689808338,0.999978471383782,0.9987317760571551,0.9999945563468179,0.9997225633216364,0.999991661498245,0.9999554822171085,0.33214205085308607,0.9999620174688488,0.999759993673256,0.9984965112985598,0.05858479487270712,1.164226728822279e-06,0.00011949963835604512,0.00012223482906697063,5.514888392396664e-05,0.0002807893186203671,4.007042835486125e-06,0.999997251427194,0.9999912386849055,0.9999970517198575
fruit,rgb,0.9892987753678326,0.9943122341082862,0.9888886127861845,0.9884682855564226,7.005727088080975e-05,2.3270092973009496e-06,0.9998735572954545,0.0005050923114360208,2.6718237575923382e-05,0.9984298256221106,0.989232346226758,0.9895672519862562,0.9944651483755702,0.9939139451331811,0.9937676382448665,0.9864334579578995,0.9879059276609438,0.9998951621189249,5.384265019961646e-06,0.00043056338114705155,0.29326316146631354,0.9921182743252446,0.33720342120383723,0.9998627625457162,0.361678494625797,0.9997109810859904,0.9999194407226273,0.9997457173711988,0.9953108502341099,0.22922047464580836,0.22228737176807387,0.30349137731118836,0.9879996213751626,0.3641841158755228,0.3090920443578175,0.3883451524429544,0.46646359086890266,0.9997984637510611,0.998446745684711,0.42754911524974243,0.9899138757908381,0.9895662854822539,2.2718455818610455e-06,0.0001060706101229818,0.9998837927312332,0.9998842568754318,0.0001333337702137748,2.6616042482120147e-06,0.3358396574935486,0.25938708226036955,0.2717167795948269
fruit,shape,0.820824821821063,0.9298350644790522,0.9975382471723027,0.9970486564899148,4.2656558689525706e-05,0.00041262169026238534,0.0001358055804073965,0.00038088385142760967,6.982132553184276e-06,0.0963983484774584,0.9915685225807435,0.8833380855400677,0.0004700326973596406,0.8434731348164631,0.9913666062544301,0.9911873710520329,0.9970433243981699,0.00039821126370913936,5.0774761049228715e-05,7.77237948015546e-05,0.9994095832617648,0.9957715593021293,0.04617884015965792,0.9998958788559945,0.9986758579885294,0.9998312041428168,0.9999868298701426,0.9995783113494009,0.9998806443338132,0.9927250275991519,0.645070678224158,0.9921948951498424,0.9665445380287098,0.9398463047840246,3.216273437888234e-05,0.9996236453699022,0.9996899648983856,0.9995596721694907,0.9994557424224473,3.070049584091846e-05,0.9898491377363725,0.002819484902686289,0.00010174742809271948,2.240650858438846e-05,0.000187620558335502,7.159155672698945e-05,8.42048947498454e-05,6.006530967972148e-05,0.9966071658975497,0.9965768538825328,0.9982557039799761
fruit,object,0.9490771942274794,0.9774205022534345,0.9962051291829473,0.9957003529499944,6.890460190848566e-05,7.472188489892655e-05,0.44289628203513726,0.00023332053788560354,4.01093154044039e-06,0.9302515492203658,0.9904649970622496,0.9585814226334429,0.17187204065568404,0.9582235034112241,0.9892185729081714,0.9880763156211148,0.9939297857089392,0.5485571085511491,4.005412617253319e-06,0.00010521736516493127,0.9761736246964505,0.9979182469278968,0.14015424926650671,0.9999606934922223,0.9724418090015713,0.9999020393289317,0.9999886858905029,0.9998358108334282,0.9996307676345216,0.8911274993891324,0.46847054793019993,0.9029619014779748,0.9803684950328299,0.7680422800626154,0.00880030143231592,0.9877944448412733,0.9891500861165131,0.9997822508732489,0.9996580870207205,0.008222331841356463,0.9940517968022156,0.23140748463902705,4.548565873351653e-06,3.281033029405901e-05,0.5097846831918211,0.26186456303199995,6.750691684608094e-05,3.643165091795958e-06,0.9384503379663601,0.9342096744602556,0.9688190363575362
green,rgb,0.9987236184429275,0.9996212767232985,0.9985883525463977,0.9984407766653308,0.999923865858176,4.993329096872678e-06,0.9999999995448443,0.999894120299189,0.00011368778358598715,0.9999989803725406,0.9987049113179001,0.998797633509711,0.9996553274142693,0.999650252432402,0.9996253698033198,0.9980991762203092,0.9982357237180655,0.9999999994855191,2.1796784765863763e-05,0.9999564434589466,0.9999770948878465,0.9999999572463558,0.9999897537403448,0.9999994702658084,0.9999626481955203,0.9999979371921291,0.9999999172630818,0.9999985683485072,0.9999996617804121,0.9999935617323192,0.9999735981883832,0.9999711907577802,0.9986351433564918,0.9999620050956652,0.9999901608175762,0.9999681345986247,0.9999524660308676,0.9999985807968674,0.9999999965436166,0.9999338979202398,0.9986001337135797,0.9988121179511522,8.200515254592678e-06,0.9999070439020468,0.9999999995426956,0.9999999995450135,0.9999230393618314,1.2906961585421902e-05,0.9999637961576394,0.9999896464250035,0.9999832336355886
green,shape,0.9999920057758421,0.999921397298883,0.999999974712189,0.9999999406168192,0.9982803448604011,9.290916795295324e-05,0.9978060290369538,0.9991081249813288,0.00036720997961788775,0.9995469224356655,0.9999999828269882,0.9996496847398623,0.006106901934746328,0.9999998321094767,0.9999999981878358,0.9999999769940552,0.9999999895529766,0.19056746009748377,0.0003012498144779455,0.9992863930268235,0.9999969040075198,0.999813553436211,0.9999457346895415,0.999601272940502,0.9999999964445958,0.9999918411354527,0.9999946799518259,0.5671695536679177,0.9999986048180803,0.9999995605880022,0.9999985448096985,0.9999995799255715,0.9999417366768013,0.9999998952375292,0.9998629253626119,0.999998178009249,0.9999900156355308,0.556516033553435,0.9999895895320688,0.999857922703078,0.9837718476596201,0.7794866859289072,0.0004005017365201046,0.9982059880750775,0.9987390658793509,0.9671960417341507,0.9969240602760328,0.0006069551472931051,0.9999999994055264,0.99999993091434,0.9999998000524533
green,object,0.997997309564769,0.9991107519524173,0.998811171596379,0.9985356900691302,0.9998877527007992,1.0546786329874788e-05,0.9999999943603057,0.9998817772431712,7.432507958228657e-05,0.9999888784329045,0.998703410094936,0.9974625227787087,0.9968832666789929,0.9994992927197941,0.9996304772479674,0.9980574815044155,0.998393216269493,0.999999989458613,2.3699664882493498e-05,0.9999306897672412,0.9999921084643528,0.9999998636812487,0.9999905649632803,0.9999986516394725,0.9999806802232518,0.9999963658595199,0.9999998289694277,0.9999939199731757,0.9999993893817027,0.9999928533386773,0.9999849412440558,0.9999724355080382,0.9977090040796387,0.9999768634353438,0.9999887783047875,0.9999811557708946,0.999980309964409,0.9999877436648366,0.9999999886443368,0.9999535849255664,0.9972449098180328,0.9954026267728396,1.8100141311638392e-05,0.9998669129637652,0.9999999950978087,0.9999999923646993,0.9998693260563175,2.5770944292223783e-05,0.9999709417908895,0.9999875168632955,0.9999895541441323
like,rgb,0.9745777720845805,0.806546198146429,0.9785958878367486,0.9819850550859044,0.9999999999999996,1.0,0.987553433744244,0.9999999999996971,1.0,0.07829830803500076,0.9752235944415635,0.9717621551373621,0.7855562064414019,0.8092889253281367,0.8242171388153329,0.9888019421806229,0.985538048666984,0.9771113846724677,1.0,0.9999999999998388,0.9999833494848112,0.9468945203196929,0.9999748770499912,0.0036713391536729568,0.9999680564754823,0.006856733701218085,0.005936493547498687,0.006083043779820698,0.4691086749303701,0.9999935917709849,0.9999929409177957,0.9999816327439112,0.9799842011769323,0.9999673754712313,0.9999814427798509,0.9999580147857373,0.9999220227486633,0.004552088341348895,0.981997364760853,0.9999491264270033,0.9752879999661027,0.9713652295516363,1.0,0.9999999999999978,0.9855928383290358,0.9856919520684356,0.9999999999999956,1.0,0.9999750439333895,0.9999894038342667,0.9999870091538573
like,shape,0.9999734248440388,0.9999214788245906,0.9991966863053485,0.9997468895753687,0.9999660262366763,0.9999430440850948,0.9999600711296591,0.9999758396800836,0.9999940229067992,0.9999917409501037,0.9999851218067434,0.9999403450429001,0.9999944525643064,0.9999580641306186,0.9999168578986966,0.9999792202779235,0.9999725150900225,0.9999756823766517,0.9999933626474355,0.9999925733610174,0.9834576362986082,0.9889308288483524,0.9999620313608888,4.8830216222588653e-05,0.35841992249352034,0.873187154294673,3.8480243476454876e-05,0.9968311367554464,0.9898267119132848,0.999947630841126,0.9999903865841057,0.9999414257522184,0.9997342677249736,0.9999925133075627,0.9999825794294236,0.6648940348112534,0.8744902035269461,0.9997479823565258,0.04915810659098197,0.9997367612890797,0.999868707512547,0.9999981276803822,0.999981159893768,0.9999759726281262,0.9999785832597169,0.9999894408087318,0.999992486294575,0.9999896621603006,0.9999006020903155,0.9999785168682949,0.2921891881215949
like,object,0.9999827499723764,0.9999298583890381,0.9992920092945323,0.9997419885688869,0.9999792980019555,0.9999991541702409,0.9998860866092767,0.9999771892126225,0.9999999147944517,0.999923932151362,0.9999870058438538,0.999969116582652,0.9999969164543073,0.9999697164328862,0.9999349447636922,0.9999832644457176,0.9999777868313567,0.9998934115105135,0.9999999215446821,0.9999930323126583,0.9901422029725967,0.9273600603758884,0.9999532844583845,4.418321625855353e-05,0.3299026472727465,0.9273076476816936,3.705179652231248e-05,0.996042530200716,0.9712404829276351,0.9998873132533954,0.9999868954227602,0.9999160289465953,0.9998470566206762,0.9999891783927958,0.9999753825370971,0.616063777593976,0.8930159108488331,0.9994075946763803,0.01064594768577935,0.9998645239632697,0.999890532915159,0.9999985548604985,0.9999998996738749,0.9999863208673532,0.9999335523305249,0.9999506110371733,0.99999271643154,0.9999998979329512,0.9997558888688417,0.99994264949606,0.21797792081572973
looks,rgb,0.995811823058126,0.9757118690757489,0.9961246991412362,0.9964125928525143,1.0,1.0,0.9962402645094384,1.0,1.0,0.9929066957215334,0.9958737926288852,0.995548045820042,0.9750546103743108,0.9839639687059947,0.9845694077817471,0.9980188949899998,0.9967668038875378,0.9879875258088351,1.0,1.0,1.0,0.9999999836909097,1.0,0.0023653796894646246,0.9999999999999996,0.012766300903402203,0.002928981645558376,0.011391352856868004,0.9999939275835212,1.0,1.0,1.0,0.9974446944802705,0.9999999999999993,1.0,0.9999999999999991,0.9999999999999931,0.0037495842566259026,0.9999993077966252,0.9999999999999953,0.9938126549566679,0.9956077257163406,1.0,1.0,0.9942486957077272,0.9941930888082695,1.0,1.0,0.9999999999999998,1.0,1.0
looks,shape,0.9999806457015392,0.9997904659932465,0.9998036659727486,0.9999261302117852,0.9999842673687516,0.9999192181799174,0.9999693739063333,0.9999614027417494,0.9999905063774084,0.9999735549238105,0.9999929774363998,0.9996666842197399,0.9999928033780835,0.9999838349254868,0.9999455119705096,0.9999931479012907,0.9999432205057487,0.999971640978236,0.9999841628815382,0.9999860004568913,0.9443701052508374,0.9647334970454384,0.999977335627107,5.278529298967694e-05,0.5673587734417228,0.9867049371775012,4.0550499273745065e-05,0.9986057089324819,0.9863503825296841,0.999910349268038,0.9999944494249219,0.9999197094688357,0.9997190651688104,0.9999949718620157,0.9999930469839066,0.2660542275462891,0.30854375986041654,0.9972232752694049,0.0294235078447699,0.9999286393860761,0.9997868621600753,0.9999965453461697,0.9999852888685273,0.9999760159912112,0.9999815510908346,0.9999869431323016,0.9999882506731065,0.9999847243704691,0.9998965087025149,0.9999747202000181,0.3285280052131988
looks,object,0.999984809599212,0.9998004404261822,0.9998258791628332,0.9999291702305632,0.9999927600983842,0.9999927199422862,0.9999068450424761,0.9999765716411412,0.9999993577025659,0.9998271651623996,0.9999941321604482,0.9997956215676628,0.9999907505166139,0.9999863257270066,0.9999604072479754,0.9999946553755601,0.9999584098477745,0.9998901523263218,0.9999990920220414,0.9999919252611736,0.9776341230136137,0.9198016401817334,0.9999828406925326,4.8311281797380215e-05,0.678182598613325,0.9888868996913661,3.9584729985379835e-05,0.9970205685346014,0.9820566010074736,0.9999321338203752,0.999996251367635,0.9999496055443003,0.9998259116525653,0.9999964477261095,0.9999895112766117,0.3860488602221067,0.4759262697920885,0.9910804632537006,0.012518189225527795,0.9999437730438937,0.9998151335151585,0.9999944755345734,0.9999995480975786,0.9999905152181986,0.9999416902012309,0.9999487503244947,0.9999931457997926,0.9999992808747251,0.9999085509765789,0.9999773933400556,0.4241461818727523
used,rgb,0.5904410614987198,0.2593215183499212,0.6123194556844629,0.6334711971474195,0.9999999999282307,0.9999999999999978,5.479943638920834e-06,0.9999999983023471,0.9999999999998015,0.006743244779950545,0.593944538245486,0.5759615117431636,0.24568887814022639,0.2782894358306424,0.290386142020874,0.7070885318426895,0.6596126311367858,4.176247730888026e-06,0.9999999999999893,0.9999999982837544,0.9997938689538015,0.03605405168739611,0.9996277296080338,8.160111753562364e-05,0.9996984911695487,0.00045393673737654524,1.7588620608613906e-05,0.00032489519659019135,0.030283445996719848,0.9998259880180309,0.9998948380543564,0.9997910812220371,0.6417399018587068,0.9996944616878339,0.9996966089096995,0.9996166863330618,0.9994144953538376,0.00021660101512814873,0.0009062028144198465,0.9995929619576379,0.5710135024640366,0.5752450777168215,0.9999999999999978,0.9999999998664311,4.749249155114443e-06,4.706828534447225e-06,0.9999999997933455,0.9999999999999969,0.9997490072243874,0.9998024708969134,0.9998106084347443
used,shape,0.9992843742776223,0.9967694182568883,0.9999992677372445,0.9999993960828234,0.15933525390709563,0.08490072315076022,0.5295763635495903,0.8323818153324616,0.8348753378929522,0.8261263452266581,0.9999941394067575,0.9977103748405415,0.84686964674777,0.999473841236663,0.9999941319803994,0.9999965902083727,0.9999987833082995,0.5332059186450612,0.7403077253017128,0.6894522385222503,0.9996697106805423,0.9990188070701538,0.9999320460250517,0.9999590672442001,0.999989578041616,8.222634457684565e-05,0.9219826129634712,7.863744382868324e-05,0.9995095676025596,0.9999484282256721,0.9999741369953492,0.9999358452416237,0.9998174519824404,0.9999795082466907,0.9998308083381438,0.9999727612578101,0.999911440128398,9.345733038864443e-05,0.6260419378913359,0.9998792660254943,0.9991561326190034,0.7723507322949376,0.11295989012669487,0.8388148102927085,0.6788125624340574,0.8750753651404037,0.5997632253603234,0.47215751250566845,0.9999975570584817,0.999979288169049,0.9999981409710935
